gene	canonical_gene	panel	candidate_role	support_tier	selected_gene_reason	is_original_candidate_gene	is_marker_panel_gene	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	shared_strict_bh_0_20	combined_rank_delta	minimum_branch_detection
PRRC2B	PRRC2B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	1.3704251333694778e-24	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.700887010358376	0.48177755346692985	6	3	1.8014861298656955e-23	0.10540030481821885	True	False	True	0.8333333333333333	0.48177755346692985
PPP3CB	PPP3CB	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.03276429201347e-18	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6539735099337748	0.4707108648277625	7	3	1.2250792366074533e-17	0.10540030481821885	True	False	True	0.8333333333333333	0.4707108648277625
KMT2A	KMT2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	1.054853036264386e-14	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.699742044298931	0.45886907108870034	6	3	1.9622437698605946e-14	0.10540030481821885	True	False	True	0.8333333333333333	0.45886907108870034
MKLN1	MKLN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	8.10498772120674e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.8931008339651251	0.453559510567297	7	3	5.1857576304712154e-21	0.10540030481821885	True	False	True	0.8333333333333333	0.453559510567297
CRMP1	CRMP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1608092249889012e-11	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.4524578399712953	0.7404423317084962	7	3	1.6370580032515778e-11	0.10540030481821885	True	False	True	0.8333333333333333	0.4524578399712953
LSAMP	LSAMP	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.100808006620339e-17	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.989202657807309	0.4507799704282735	7	3	3.0454752121932595e-17	0.10540030481821885	True	False	True	0.8333333333333333	0.4507799704282735
CLSTN1	CLSTN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.690575769974989e-13	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6545132045723295	0.44398486632036316	7	3	1.0380442664574929e-12	0.10540030481821885	True	False	True	0.8333333333333333	0.44398486632036316
TAX1BP1	TAX1BP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.579185520361991	0.44332105228557744	7	3	5.822873192520911e-16	0.10540030481821885	True	False	True	0.8333333333333333	0.44332105228557744
NELL2	NELL2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.773464422855039e-16	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.9089068825910931	0.4404256011983263	7	3	1.4460279855484823e-15	0.10540030481821885	True	False	True	0.8333333333333333	0.4404256011983263
GDI1	GDI1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.43759177679882527	0.6580593502657668	7	3	1.2142201003709152e-16	0.10540030481821885	True	False	True	0.8333333333333333	0.43759177679882527
NSD1	NSD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.8423254348586514e-17	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6763732627399074	0.4331368293728008	7	3	1.2142201003709152e-16	0.10540030481821885	True	False	True	0.8333333333333333	0.4331368293728008
ADD1	ADD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1239080044577881e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6558570483123759	0.4242901545631581	7	3	9.048148209095598e-22	0.10540030481821885	True	False	True	0.8333333333333333	0.4242901545631581
NDFIP1	NDFIP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.3668620952416363e-15	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6561461794019934	0.42059060792842945	6	3	2.8128310100371055e-15	0.10540030481821885	True	False	True	0.8333333333333333	0.42059060792842945
KIF3A	KIF3A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6629213483146067	0.4105867637623526	7	3	4.2189899403924324e-12	0.10540030481821885	True	False	True	0.8333333333333333	0.4105867637623526
CPLX2	CPLX2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.2786095703346011e-16	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5933075933075933	0.41035531192669705	7	3	3.0243229640738825e-16	0.10540030481821885	True	False	True	0.8333333333333333	0.41035531192669705
GNAO1	GNAO1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.2789009609521778e-08	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7899628252788105	0.4085364147617582	7	3	2.693698193081893e-08	0.10540030481821885	True	False	True	0.8333333333333333	0.4085364147617582
PTEN	PTEN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0984676436977746e-15	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6697019867549668	0.4059668710778013	7	3	2.3131808924082264e-15	0.10540030481821885	True	False	True	0.8333333333333333	0.4059668710778013
GPATCH8	GPATCH8	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.27963668505179e-14	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7895812053115424	0.4020296664248988	7	3	5.778661226545355e-14	0.10540030481821885	True	False	True	0.8333333333333333	0.4020296664248988
HECTD1	HECTD1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5961498221385227	0.3999785224056188	7	3	2.918621426326764e-20	0.10540030481821885	True	False	True	0.8333333333333333	0.3999785224056188
TSHZ2	TSHZ2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	1.505342287153024e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.4813217251044476	0.389847791377376	4	3	1.1744918779981687e-21	0.10540030481821885	True	False	True	0.8333333333333333	0.389847791377376
JMJD1C	JMJD1C	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.832665015643997e-15	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.9101123595505618	0.3824487314396375	7	3	1.2887000364288546e-14	0.10540030481821885	True	False	True	0.8333333333333333	0.3824487314396375
STAU2	STAU2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.625527884871116e-16	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7297979797979798	0.3796664347941303	7	3	5.822873192520911e-16	0.10540030481821885	True	False	True	0.8333333333333333	0.3796664347941303
NUDT3	NUDT3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.49617453572322e-23	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.37516087516087515	0.4344657906148074	7	3	1.488625031185167e-22	0.10540030481821885	True	False	True	0.8333333333333333	0.37516087516087515
GOLGA4	GOLGA4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7259547383309759	0.3714948610266675	7	3	4.6570471277792435e-18	0.10540030481821885	True	False	True	0.8333333333333333	0.3714948610266675
SPIN1	SPIN1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.73782285418795e-19	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7232947232947233	0.3636356583481385	7	3	2.342041309412446e-18	0.10540030481821885	True	False	True	0.8333333333333333	0.3636356583481385
EPC1	EPC1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1239080044577881e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6873077711708018	0.3592828104528871	7	3	9.048148209095598e-22	0.10540030481821885	True	False	True	0.8333333333333333	0.3592828104528871
PLCB1	PLCB1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.554289580921912e-13	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.9205219454329775	0.35876917911556006	7	2	5.660245301776525e-13	0.10540030481821885	True	False	True	0.8333333333333333	0.35876917911556006
YLPM1	YLPM1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.0808023355515028e-19	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6639427987742594	0.35807317127900673	7	3	4.365475355328137e-19	0.10540030481821885	True	False	True	0.8333333333333333	0.35807317127900673
TPM1	TPM1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.090801304924341e-26	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5447870778267254	0.3575708322616432	7	3	2.463473632244415e-25	0.10540030481821885	True	False	True	0.8333333333333333	0.3575708322616432
DST	DST	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.762542842583194e-26	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.9697452229299363	0.35646460718581563	7	3	5.210396022228651e-25	0.10540030481821885	True	False	True	0.8333333333333333	0.35646460718581563
ARHGEF7	ARHGEF7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7983904682274248	0.3564302955893997	7	3	4.2189899403924324e-12	0.10540030481821885	True	False	True	0.8333333333333333	0.3564302955893997
Cdk5r1	CDK5R1	morphogenesis_cytoskeleton	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	1.664462203773281e-20	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.35526315789473684	0.4220838627899378	7	3	7.987209115009394e-20	0.10540030481821885	True	False	True	0.8333333333333333	0.35526315789473684
NCS1	NCS1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.2263447595369146e-24	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6248391248391248	0.3493932366785443	7	2	6.9613101976472e-23	0.10540030481821885	True	False	True	0.8333333333333333	0.3493932366785443
VPS41	VPS41	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.550672817150389e-11	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5079271873165003	0.34569008613350327	7	3	6.184467005262653e-11	0.10540030481821885	True	False	True	0.8333333333333333	0.34569008613350327
ITCH	ITCH	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.995728770335466e-12	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6240900066181337	0.3274921756375693	7	2	1.1417205860999095e-11	0.10540030481821885	True	False	True	0.8333333333333333	0.3274921756375693
FHL1	FHL1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5367965367965368	0.3271161748254565	7	3	1.6275986099151576e-19	0.10540030481821885	True	False	True	0.8333333333333333	0.3271161748254565
CUL3	CUL3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6269901440485216	0.3253906304261646	7	3	1.6275986099151576e-19	0.10540030481821885	True	False	True	0.8333333333333333	0.3253906304261646
ATL1	ATL1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.448751940490151e-08	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6003386960203217	0.32297477324515533	7	3	1.720888805543887e-08	0.10540030481821885	True	False	True	0.8333333333333333	0.32297477324515533
CELSR2	CELSR2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3174243594451417e-17	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.33378628783199504	0.3184328822297472	7	3	6.182648752320433e-17	0.10540030481821885	True	False	True	0.8333333333333333	0.3184328822297472
Sod1	SOD1	metabolic_proteomic_validation	supporting_metabolic_validation	supporting_or_contextual	marker_panel	True	True	73	88	1.0	0.5	0.5	8.072087959747814e-11	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.31565656565656564	0.5615821302290627	7	3	1.0861264754772339e-10	0.10540030481821885	True	False	True	0.8333333333333333	0.31565656565656564
UBE4B	UBE4B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.520962881367227e-15	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.696551724137931	0.3150441674755488	7	3	1.0720652184141016e-14	0.10540030481821885	True	False	True	0.8333333333333333	0.3150441674755488
FGD4	FGD4	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.493003398154007e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5091937765205092	0.31468079825008843	7	3	2.525441456865347e-21	0.10540030481821885	True	False	True	0.8333333333333333	0.31468079825008843
TNPO1	TNPO1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.8010447141819103e-15	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7298850574712644	0.3142488945877804	7	3	3.677443377667051e-15	0.10540030481821885	True	False	True	0.8333333333333333	0.3142488945877804
ABI1	ABI1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.759715825533523e-23	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7191489361702128	0.3091757365490613	7	3	4.356043723874351e-22	0.10540030481821885	True	False	True	0.8333333333333333	0.3091757365490613
RBM26	RBM26	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.234777731372056e-13	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.8137417218543046	0.30752976677042165	7	3	2.061765126517313e-13	0.10540030481821885	True	False	True	0.8333333333333333	0.30752976677042165
CHD2	CHD2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7352941176470589	0.307116337411577	7	3	1.6275986099151576e-19	0.10540030481821885	True	False	True	0.8333333333333333	0.307116337411577
LRRC7	LRRC7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.288228480230658e-12	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.9322799097065463	0.3048549514403345	7	2	7.692935998403956e-12	0.10540030481821885	True	False	True	0.8333333333333333	0.3048549514403345
PIK3CA	PIK3CA	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	5.611180888788661e-21	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6586781964175417	0.3041866734964298	7	3	2.918621426326764e-20	0.10540030481821885	True	False	True	0.8333333333333333	0.3041866734964298
PPM1L	PPM1L	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.8437820621732303e-12	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.504950495049505	0.29378383943169484	7	3	4.2189899403924324e-12	0.10540030481821885	True	False	True	0.8333333333333333	0.29378383943169484
FAM171B	FAM171B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.49617453572322e-23	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.706953642384106	0.29261389504665314	7	3	1.488625031185167e-22	0.10540030481821885	True	False	True	0.8333333333333333	0.29261389504665314
ZMYND8	ZMYND8	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1463558475612274e-18	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7777777777777778	0.28762611207842176	7	3	3.903368655196707e-18	0.10540030481821885	True	False	True	0.8333333333333333	0.28762611207842176
Ephb2	EPHB2	axon_guidance_synapse	shared_structural_executor	high_priority_shared_structural_executor	marker_panel	True	True	73	88	1.0	0.5	0.5	5.197940844042361e-07	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.28328611898017	0.3656444979155592	7	3	5.694107924610041e-07	0.10540030481821885	True	False	True	0.8333333333333333	0.28328611898017
ARHGAP35	ARHGAP35	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	71	87	1.0	0.5	0.5	2.590619666758743e-14	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6849255039439088	0.2668302596865554	5	3	4.678646175853217e-14	0.10540030481821885	True	False	True	0.8333333333333333	0.2668302596865554
SPEN	SPEN	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.345727982252584e-25	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5269121813031161	0.26456228983212215	7	3	3.5332527732679545e-24	0.10540030481821885	True	False	True	0.8333333333333333	0.26456228983212215
BDP1	BDP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.511629180125541e-13	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.643687707641196	0.2633692329768358	7	3	2.468918442539381e-13	0.10540030481821885	True	False	True	0.8333333333333333	0.2633692329768358
ACYP2	ACYP2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	6.887093118226504e-21	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7574712643678161	0.2621558581780593	7	3	3.465917627246702e-20	0.10540030481821885	True	False	True	0.8333333333333333	0.2621558581780593
ANKS1B	ANKS1B	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.6646696388047186e-09	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.9632277834525026	0.25943319971190754	7	3	4.4882374063057225e-09	0.10540030481821885	True	False	True	0.8333333333333333	0.25943319971190754
AUH	AUH	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1239080044577881e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6670851642603055	0.2587210002650028	7	3	9.048148209095598e-22	0.10540030481821885	True	False	True	0.8333333333333333	0.2587210002650028
FNDC3A	FNDC3A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1239080044577881e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.8002496878901373	0.2586509137319132	7	3	9.048148209095598e-22	0.10540030481821885	True	False	True	0.8333333333333333	0.2586509137319132
C2CD5	C2CD5	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	9.326932203145327e-12	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6928472371498877	0.25525559940119186	6	3	1.3300536455372922e-11	0.10540030481821885	True	False	True	0.8333333333333333	0.25525559940119186
GDAP1	GDAP1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.182293533254967e-09	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.8071748878923767	0.2549264174974202	7	3	8.649858230777358e-09	0.10540030481821885	True	False	True	0.8333333333333333	0.2549264174974202
CRTC3	CRTC3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	9.068427072403634e-15	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6275862068965518	0.2539319563325607	7	3	1.7000361555785206e-14	0.10540030481821885	True	False	True	0.8333333333333333	0.2539319563325607
CSRNP3	CSRNP3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.892108440208418e-14	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.815512708150745	0.24770130970584242	7	3	1.3342153707569805e-13	0.10540030481821885	True	False	True	0.8333333333333333	0.24770130970584242
KLHDC10	KLHDC10	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.4578769016883846e-18	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.524521309450278	0.24762998485883023	7	3	4.6570471277792435e-18	0.10540030481821885	True	False	True	0.8333333333333333	0.24762998485883023
RBM33	RBM33	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.338330627850446e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6735880398671097	0.24590162620651188	7	3	1.798524514825396e-21	0.10540030481821885	True	False	True	0.8333333333333333	0.24590162620651188
MBNL1	MBNL1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	7.427210830118256e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.8513011152416357	0.24385430924957713	7	3	5.050037708628996e-21	0.10540030481821885	True	False	True	0.8333333333333333	0.24385430924957713
FBXW11	FBXW11	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.7294444865275855e-20	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6506639427987743	0.24170147426054567	7	3	1.6275986099151576e-19	0.10540030481821885	True	False	True	0.8333333333333333	0.24170147426054567
PPP6R3	PPP6R3	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	2.3765687917377222e-18	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7454582759926272	0.2402776486628862	6	3	7.406289812182642e-18	0.10540030481821885	True	False	True	0.8333333333333333	0.2402776486628862
RAP1GDS1	RAP1GDS1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.447251869478162e-09	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6513157894736842	0.2386171421122199	7	3	5.419151294886593e-09	0.10540030481821885	True	False	True	0.8333333333333333	0.2386171421122199
DICER1	DICER1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	4.543618801842229e-12	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6445275958840038	0.22513487608710286	7	3	6.649064350336683e-12	0.10540030481821885	True	False	True	0.8333333333333333	0.22513487608710286
FAM193A	FAM193A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.7510047299219817e-12	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5717488789237668	0.22215152068847976	7	3	2.6447975342623803e-12	0.10540030481821885	True	False	True	0.8333333333333333	0.22215152068847976
ZCCHC7	ZCCHC7	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	2.3174243594451417e-17	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.8214914856136231	0.21943342960852008	7	3	6.182648752320433e-17	0.10540030481821885	True	False	True	0.8333333333333333	0.21943342960852008
RALGAPA2	RALGAPA2	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	3.493003398154007e-22	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5771428571428572	0.21791717555742907	7	3	2.525441456865347e-21	0.10540030481821885	True	False	True	0.8333333333333333	0.21791717555742907
MYSM1	MYSM1	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	73	88	1.0	0.5	0.5	1.1463558475612274e-18	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.5936170212765958	0.21566229528166103	7	2	3.903368655196707e-18	0.10540030481821885	True	False	True	0.8333333333333333	0.21566229528166103
TUBB2A	TUBB2A	expanded_high_information_gene	expanded_selected_gene	high_information_gene	high_information_gene	False	False	72	88	1.0	0.5	0.5	3.064554549750828e-11	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.21537405787661673	0.6663370229917114	6	3	4.228383472270704e-11	0.10540030481821885	True	False	True	0.8333333333333333	0.21537405787661673
