db_class_key	canonical_gene	human_symbol	mouse_symbol	canonical_mouse_symbol	mgi_one_to_one_human_mouse	same_canonical_symbol	strict_same_symbol_one_to_one	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	human_location	mouse_location
51622397	AARS2	AARS2	Aars2	AARS2	True	True	True	57505	224805	HGNC:21022	MGI:2681839	Chr6 p21.1	Chr17 22.51 cM
51626564	AASDH	AASDH	Aasdh	AASDH	True	True	True	132949	231326	HGNC:23993	MGI:2442517	Chr4 q12	Chr5 41.45 cM
51628719	AASDHPPT	AASDHPPT	Aasdhppt	AASDHPPT	True	True	True	60496	67618	HGNC:14235	MGI:1914868	Chr11 q22.3	Chr9 2.46 cM
51630862	AASS	AASS	Aass	AASS	True	True	True	10157	30956	HGNC:17366	MGI:1353573	Chr7 q31.32	Chr6 10.27 cM
51616878	AATF	AATF	Aatf	AATF	True	True	True	26574	56321	HGNC:19235	MGI:1929608	Chr17 q12	Chr11 51.3 cM
51631243	AATK	AATK	Aatk	AATK	True	True	True	9625	11302	HGNC:21	MGI:1197518	Chr17 q25.3	Chr11 83.96 cM
51617363	ABAT	ABAT	Abat	ABAT	True	True	True	18	268860	HGNC:23	MGI:2443582	Chr16 p13.2	Chr16 4.06 cM
51615876	ABCA1	ABCA1	Abca1	ABCA1	True	True	True	19	11303	HGNC:29	MGI:99607	Chr9 q31.1	Chr4 28.57 cM
51617073	ABCA12	ABCA12	Abca12	ABCA12	True	True	True	26154	74591	HGNC:14637	MGI:2676312	Chr2 q35	Chr1 35.81 cM
51631693	ABCA13	ABCA13	Abca13	ABCA13	True	True	True	154664	268379	HGNC:14638	MGI:2388707	Chr7 p12.3	Chr11 6.13 cM
51615878	ABCA15P	ABCA15P	Abca15	ABCA15	True	False	False	400508	320631	HGNC:34405	MGI:2388709	Chr16 p12.2	Chr7 64.72 cM
51615877	ABCA17P	ABCA17P	Abca17	ABCA17	True	False	False	650655	381072	HGNC:32972	MGI:3625331	Chr16	Chr17 12.35 cM
51626235	ABCA2	ABCA2	Abca2	ABCA2	True	True	True	20	11305	HGNC:32	MGI:99606	Chr9 q34.3	Chr2 17.25 cM
51615879	ABCA3	ABCA3	Abca3	ABCA3	True	True	True	21	27410	HGNC:33	MGI:1351617	Chr16 p13.3	Chr17 12.38 cM
51624949	ABCA4	ABCA4	Abca4	ABCA4	True	True	True	24	11304	HGNC:34	MGI:109424	Chr1 p22.1	Chr3 52.94 cM
51629215	ABCA5	ABCA5	Abca5	ABCA5	True	True	True	23461	217265	HGNC:35	MGI:2386607	Chr17 q24.3	Chr11 73.53 cM
51631694	ABCA6	ABCA6	Abca6	ABCA6	True	True	True	23460	76184	HGNC:36	MGI:1923434	Chr17 q24.2-q24.3	Chr11 73.37 cM
51629333	ABCA7	ABCA7	Abca7	ABCA7	True	True	True	10347	27403	HGNC:37	MGI:1351646	Chr19 p13.3	Chr10 39.72 cM
51631695	ABCA8	ABCA8	Abca8b	ABCA8B	True	False	False	10351	27404	HGNC:38	MGI:1351668	Chr17 q24.2	Chr11 72.88 cM
51631697	ABCA9	ABCA9	Abca9	ABCA9	True	True	True	10350	217262	HGNC:39	MGI:2386796	Chr17 q24.2	Chr11 73.22 cM
51615882	ABCB1	ABCB1	Abcb1a	ABCB1A	True	False	False	5243	18671	HGNC:40	MGI:97570	Chr7 q21.12	Chr5 3.43 cM
51625848	ABCB10	ABCB10	Abcb10	ABCB10	True	True	True	23456	56199	HGNC:41	MGI:1860508	Chr1 q42.13	Chr8 72.31 cM
51616574	ABCB11	ABCB11	Abcb11	ABCB11	True	True	True	8647	27413	HGNC:42	MGI:1351619	Chr2 q31.1	Chr2 39.69 cM
51615881	ABCB4	ABCB4	Abcb4	ABCB4	True	True	True	5244	18670	HGNC:45	MGI:97569	Chr7 q21.12	Chr5 3.43 cM
51615880	ABCB5	ABCB5	Abcb5	ABCB5	True	True	True	340273	77706	HGNC:46	MGI:1924956	Chr7 p21.1	Chr12 63.48 cM
51615886	ABCB6	ABCB6	Abcb6	ABCB6	True	True	True	10058	74104	HGNC:47	MGI:1921354	Chr2 q35	Chr1 38.62 cM
51620070	ABCB7	ABCB7	Abcb7	ABCB7	True	True	True	22	11306	HGNC:48	MGI:109533	ChrX q13.3	ChrX 46.58 cM
51628655	ABCB8	ABCB8	Abcb8	ABCB8	True	True	True	11194	74610	HGNC:49	MGI:1351667	Chr7 q36.1	Chr5 11.57 cM
51626082	ABCB9	ABCB9	Abcb9	ABCB9	True	True	True	23457	56325	HGNC:50	MGI:1861729	Chr12 q24.31	Chr5 63.36 cM
51623277	ABCC1	ABCC1	Abcc1	ABCC1	True	True	True	4363	17250	HGNC:51	MGI:102676	Chr16 p13.11	Chr16 9.75 cM
51625474	ABCC10	ABCC10	Abcc10	ABCC10	True	True	True	89845	224814	HGNC:52	MGI:2386976	Chr6 p21.1	Chr17 22.9 cM
51623280	ABCC12	ABCC12	Abcc12	ABCC12	True	True	True	94160	244562	HGNC:14640	MGI:2441679	Chr16 q12.1	Chr8 42.06 cM
51623278	ABCC2	ABCC2	Abcc2	ABCC2	True	True	True	1244	12780	HGNC:53	MGI:1352447	Chr10 q24.2	Chr19 36.67 cM
51624892	ABCC3	ABCC3	Abcc3	ABCC3	True	True	True	8714	76408	HGNC:54	MGI:1923658	Chr17 q21.33	Chr11 58.9 cM
51616828	ABCC4	ABCC4	Abcc4	ABCC4	True	True	True	10257	239273	HGNC:55	MGI:2443111	Chr13 q32.1	Chr14 62.24 cM
51620929	ABCC5	ABCC5	Abcc5	ABCC5	True	True	True	10057	27416	HGNC:56	MGI:1351644	Chr3 q27.1	Chr16 12.41 cM
51615887	ABCC6	ABCC6	Abcc6	ABCC6	True	True	True	368	27421	HGNC:57	MGI:1351634	Chr16 p13.11	Chr7 29.64 cM
51625643	ABCC8	ABCC8	Abcc8	ABCC8	True	True	True	6833	20927	HGNC:59	MGI:1352629	Chr11 p15.1	Chr7 29.66 cM
51625914	ABCC9	ABCC9	Abcc9	ABCC9	True	True	True	10060	20928	HGNC:60	MGI:1352630	Chr12 p12.1	Chr6 74.35 cM
51629314	ABCD1	ABCD1	Abcd1	ABCD1	True	True	True	215	11666	HGNC:61	MGI:1349215	ChrX q28	ChrX 37.39 cM
51631698	ABCD2	ABCD2	Abcd2	ABCD2	True	True	True	225	26874	HGNC:66	MGI:1349467	Chr12 q12	Chr15 46 cM
51619698	ABCD3	ABCD3	Abcd3	ABCD3	True	True	True	5825	19299	HGNC:67	MGI:1349216	Chr1 p21.3	Chr3 52.94 cM
51628954	ABCD4	ABCD4	Abcd4	ABCD4	True	True	True	5826	19300	HGNC:68	MGI:1349217	Chr14 q24.3	Chr12 39.3 cM
51627562	ABCE1	ABCE1	Abce1	ABCE1	True	True	True	6059	24015	HGNC:69	MGI:1195458	Chr4 q31.21	Chr8 37.77 cM
51627685	ABCF1	ABCF1	Abcf1	ABCF1	True	True	True	23	224742	HGNC:70	MGI:1351658	Chr6 p21.33	Chr17 18.8 cM
51622136	ABCF3	ABCF3	Abcf3	ABCF3	True	True	True	55324	27406	HGNC:72	MGI:1351656	Chr3 q27.1	Chr16 12.46 cM
51629151	ABCG1	ABCG1	Abcg1	ABCG1	True	True	True	9619	11307	HGNC:73	MGI:107704	Chr21 q22.3	Chr17 15.8 cM
51620477	ABCG2	ABCG2	Abcg2	ABCG2	True	True	True	9429	26357	HGNC:74	MGI:1347061	Chr4 q22.1	Chr6
51615890	ABCG4	ABCG4	Abcg4	ABCG4	True	True	True	64137	192663	HGNC:13884	MGI:1890594	Chr11 q23.3	Chr9 24.84 cM
51626849	ABCG5	ABCG5	Abcg5	ABCG5	True	True	True	64240	27409	HGNC:13886	MGI:1351659	Chr2 p21	Chr17 55.02 cM
51626850	ABCG8	ABCG8	Abcg8	ABCG8	True	True	True	64241	67470	HGNC:13887	MGI:1914720	Chr2 p21	Chr17 55.02 cM
51631699	ABHD1	ABHD1	Abhd1	ABHD1	True	True	True	84696	57742	HGNC:17553	MGI:1931013	Chr2 p23.3	Chr5 16.9 cM
51615891	ABHD10	ABHD10	Abhd10	ABHD10	True	True	True	55347	213012	HGNC:25656	MGI:2442422	Chr3 q13.2	Chr16 30.04 cM
51627342	ABHD11	ABHD11	Abhd11	ABHD11	True	True	True	83451	68758	HGNC:16407	MGI:1916008	Chr7 q11.23	Chr5 74.94 cM
51628933	ABHD12	ABHD12	Abhd12	ABHD12	True	True	True	26090	76192	HGNC:15868	MGI:1923442	Chr20 p11.21	Chr2 74.74 cM
51628867	ABHD12B	ABHD12B	Abhd12b	ABHD12B	True	True	True	145447	100504285	HGNC:19837	MGI:2685650	Chr14 q22.1	Chr12 28.96 cM
51628758	ABHD13	ABHD13	Abhd13	ABHD13	True	True	True	84945	68904	HGNC:20293	MGI:1916154	Chr13 q33.3	Chr8 4.53 cM
51630044	ABHD14A	ABHD14A	Abhd14a	ABHD14A	True	True	True	25864	68644	HGNC:24538	MGI:1915894	Chr3 p21.2	Chr9 57.51 cM
51629705	ABHD14B	ABHD14B	Abhd14b	ABHD14B	True	True	True	84836	76491	HGNC:28235	MGI:1923741	Chr3 p21.2	Chr9 57.53 cM
51626116	ABHD15	ABHD15	Abhd15	ABHD15	True	True	True	116236	67477	HGNC:26971	MGI:1914727	Chr17 q11.2	Chr11 46.63 cM
51616434	ABHD16A	ABHD16A	Abhd16a	ABHD16A	True	True	True	7920	193742	HGNC:13921	MGI:99476	Chr6 p21.33	Chr17 18.59 cM
51616433	ABHD16B	ABHD16B	Abhd16b	ABHD16B	True	True	True	140701	241850	HGNC:16128	MGI:3607711	Chr20 q13.33	Chr2 103.63 cM
51615892	ABHD17A	ABHD17A	Abhd17a	ABHD17A	True	True	True	81926	216169	HGNC:28756	MGI:106388	Chr19 p13.3	Chr10 39.72 cM
51619287	ABHD17B	ABHD17B	Abhd17b	ABHD17B	True	True	True	51104	226016	HGNC:24278	MGI:1917816	Chr9 q21.13	Chr19 15.54 cM
51619288	ABHD17C	ABHD17C	Abhd17c	ABHD17C	True	True	True	58489	70178	HGNC:26925	MGI:1917428	Chr15 q25.1	Chr7 48.35 cM
51628529	ABHD18	ABHD18	Abhd18	ABHD18	True	True	True	80167	269423	HGNC:26111	MGI:1915468	Chr4 q28.2	Chr3 19.58 cM
51615893	ABHD2	ABHD2	Abhd2	ABHD2	True	True	True	11057	54608	HGNC:18717	MGI:1914344	Chr15 q26.1	Chr7 44.96 cM
51630293	ABHD3	ABHD3	Abhd3	ABHD3	True	True	True	171586	106861	HGNC:18718	MGI:2147183	Chr18 q11.2	Chr18 5.28 cM
51628462	ABHD4	ABHD4	Abhd4	ABHD4	True	True	True	63874	105501	HGNC:20154	MGI:1915938	Chr14 q11.2	Chr14 27.71 cM
51631700	ABHD5	ABHD5	Abhd5	ABHD5	True	True	True	51099	67469	HGNC:21396	MGI:1914719	Chr3 p21.33	Chr9 73.03 cM
51629197	ABHD6	ABHD6	Abhd6	ABHD6	True	True	True	57406	66082	HGNC:21398	MGI:1913332	Chr3 p14.3	Chr14 4.69 cM
51615895	ABHD8	ABHD8	Abhd8	ABHD8	True	True	True	79575	64296	HGNC:23759	MGI:1918946	Chr19 p13.11	Chr8 34.43 cM
51615896	ABI1	ABI1	Abi1	ABI1	True	True	True	10006	11308	HGNC:11320	MGI:104913	Chr10 p12.1	Chr2 15.18 cM
51628785	ABI2	ABI2	Abi2	ABI2	True	True	True	10152	329165	HGNC:24011	MGI:106913	Chr2 q33.2	Chr1 30.47 cM
51624652	ABI3	ABI3	Abi3	ABI3	True	True	True	51225	66610	HGNC:29859	MGI:1913860	Chr17 q21.32	Chr11 59.01 cM
51615897	ABI3BP	ABI3BP	Abi3bp	ABI3BP	True	True	True	25890	320712	HGNC:17265	MGI:2444583	Chr3 q12.2	Chr16 34.09 cM
51619339	ABITRAM	ABITRAM	Abitram	ABITRAM	True	True	True	54942	230234	HGNC:1364	MGI:2677850	Chr9	Chr4 31.66 cM
51631244	ABL1	ABL1	Abl1	ABL1	True	True	True	25	11350	HGNC:76	MGI:87859	Chr9 q34.12	Chr2 21.86 cM
51617009	ABL2	ABL2	Abl2	ABL2	True	True	True	27	11352	HGNC:77	MGI:87860	Chr1 q25.2	Chr1 67.71 cM
51626646	ABLIM1	ABLIM1	Ablim1	ABLIM1	True	True	True	3983	226251	HGNC:78	MGI:1194500	Chr10 q25.3	Chr19 52.09 cM
51631198	ABLIM2	ABLIM2	Ablim2	ABLIM2	True	True	True	84448	231148	HGNC:19195	MGI:2385758	Chr4 p16.1	Chr5 18.75 cM
51619649	ABLIM3	ABLIM3	Ablim3	ABLIM3	True	True	True	22885	319713	HGNC:29132	MGI:2442582	Chr5 q32	Chr18 34.77 cM
51631701	ABO	ABO	Abo	ABO	True	True	True	28	80908	HGNC:79	MGI:2135738	Chr9 q34.2	Chr2 19.06 cM
51622171	ABR	ABR	Abr	ABR	True	True	True	29	109934	HGNC:81	MGI:107771	Chr17 p13.3	Chr11 45.92 cM
51615902	ABRA	ABRA	Abra	ABRA	True	True	True	137735	223513	HGNC:30655	MGI:2444891	Chr8 q23.1	Chr15 16.42 cM
51616672	ABRACL	ABRACL	Abracl	ABRACL	True	True	True	58527	73112	HGNC:21230	MGI:1920362	Chr6 q24.1	Chr10 7.39 cM
51615903	ABRAXAS1	ABRAXAS1	Abraxas1	ABRAXAS1	True	True	True	84142	70681	HGNC:25829	MGI:1917931	Chr4 q21.23	Chr5 48.52 cM
51615904	ABRAXAS2	ABRAXAS2	Abraxas2	ABRAXAS2	True	True	True	23172	109359	HGNC:28975	MGI:1926116	Chr10 q26.13	Chr7 76.32 cM
51622364	ABT1	ABT1	Abt1	ABT1	True	True	True	29777	30946	HGNC:17369	MGI:1353636	Chr6 p22.2	Chr13 9.65 cM
51625612	ABTB1	ABTB1	Abtb1	ABTB1	True	True	True	80325	80283	HGNC:18275	MGI:1933148	Chr3 q21.3	Chr6 39.6 cM
51631212	ABTB2	ABTB2	Abtb2	ABTB2	True	True	True	25841	99382	HGNC:23842	MGI:2139365	Chr11 p13	Chr2 54.43 cM
51624835	ABTB3	ABTB3	Abtb3	ABTB3	True	True	True	121551	74007	HGNC:23844	MGI:1921257	Chr12 q23.3	Chr10 41.65 cM
51630217	ACAA1	ACAA1	Acaa1a	ACAA1A	True	False	False	30	113868	HGNC:82	MGI:2148491	Chr3 p22.2	Chr9 71.33 cM
51619691	ACAA2	ACAA2	Acaa2	ACAA2	True	True	True	10449	52538	HGNC:83	MGI:1098623	Chr18 q21.1	Chr18 50.76 cM
51615909	ACACA	ACACA	Acaca	ACACA	True	True	True	31	107476	HGNC:84	MGI:108451	Chr17 q12	Chr11 51.29 cM
51625277	ACACB	ACACB	Acacb	ACACB	True	True	True	32	100705	HGNC:85	MGI:2140940	Chr12 q24.11	Chr5 55.97 cM
51631702	ACAD10	ACAD10	Acad12	ACAD12	True	False	False	80724	338350	HGNC:21597	MGI:2443320	Chr12 q24.12	Chr5 61.87 cM
51629475	ACAD11	ACAD11	Acad11	ACAD11	True	True	True	84129	102632	HGNC:30211	MGI:2143169	Chr3 q22.1	Chr9 56.25 cM
51629483	ACAD8	ACAD8	Acad8	ACAD8	True	True	True	27034	66948	HGNC:87	MGI:1914198	Chr11 q25	Chr9 12 cM
51622404	ACAD9	ACAD9	Acad9	ACAD9	True	True	True	28976	229211	HGNC:21497	MGI:1914272	Chr3 q21.3	Chr3 17.41 cM
51622944	ACADL	ACADL	Acadl	ACADL	True	True	True	33	11363	HGNC:88	MGI:87866	Chr2 q34	Chr1 33.64 cM
51619663	ACADM	ACADM	Acadm	ACADM	True	True	True	34	11364	HGNC:89	MGI:87867	Chr1 p31.1	Chr3 78.77 cM
51620202	ACADS	ACADS	Acads	ACADS	True	True	True	35	11409	HGNC:90	MGI:87868	Chr12 q24.31	Chr5 55.99 cM
51629204	ACADSB	ACADSB	Acadsb	ACADSB	True	True	True	36	66885	HGNC:91	MGI:1914135	Chr10 q26.13	Chr7 74.03 cM
51619654	ACADVL	ACADVL	Acadvl	ACADVL	True	True	True	37	11370	HGNC:92	MGI:895149	Chr17 p13.1	Chr11 42.96 cM
51616022	ACAN	ACAN	Acan	ACAN	True	True	True	176	11595	HGNC:319	MGI:99602	Chr15 q26.1	Chr7 44.88 cM
51629006	ACAP1	ACAP1	Acap1	ACAP1	True	True	True	9744	216859	HGNC:16467	MGI:2388270	Chr17 p13.1	Chr11 42.91 cM
51615906	ACAP2	ACAP2	Acap2	ACAP2	True	True	True	23527	78618	HGNC:16469	MGI:1925868	Chr3 q29	Chr16 21.34 cM
51619808	ACAP3	ACAP3	Acap3	ACAP3	True	True	True	116983	140500	HGNC:16754	MGI:2153589	Chr1 p36.33	Chr4 87.66 cM
51620431	ACAT1	ACAT1	Acat1	ACAT1	True	True	True	38	110446	HGNC:93	MGI:87870	Chr11 q22.3	Chr9 29.12 cM
51619035	ACAT2	ACAT2	Acat2	ACAT2	True	True	True	39	110460	HGNC:94	MGI:87871	Chr6 q25.3	Chr17 8.73 cM
51617084	ACBD3	ACBD3	Acbd3	ACBD3	True	True	True	64746	170760	HGNC:15453	MGI:2181074	Chr1 q42.12	Chr1 84.46 cM
51630008	ACBD4	ACBD4	Acbd4	ACBD4	True	True	True	79777	67131	HGNC:23337	MGI:1914381	Chr17 q21.31	Chr11 66.71 cM
51624593	ACBD5	ACBD5	Acbd5	ACBD5	True	True	True	91452	74159	HGNC:23338	MGI:1921409	Chr10 p12.1	Chr2 15.21 cM
51620311	ACBD6	ACBD6	Acbd6	ACBD6	True	True	True	84320	72482	HGNC:23339	MGI:1919732	Chr1 q25.2-q25.3	Chr1 66.92 cM
51628724	ACBD7	ACBD7	Acbd7	ACBD7	True	True	True	414149	78245	HGNC:17715	MGI:1925495	Chr10	Chr2 1.87 cM
51619108	ACCS	ACCS	Accs	ACCS	True	True	True	84680	329470	HGNC:23989	MGI:1919717	Chr11 p11.2	Chr2 51.62 cM
51631704	ACCSL	ACCSL	Accsl	ACCSL	True	True	True	390110	381411	HGNC:34391	MGI:3584519	Chr11 p11.2	Chr2 51.62 cM
51631705	ACD	ACD	Acd	ACD	True	True	True	65057	497652	HGNC:25070	MGI:87873	Chr16 q22.1	Chr8 53.04 cM
51619837	ACE	ACE	Ace	ACE	True	True	True	1636	11421	HGNC:2707	MGI:87874	Chr17 q23.3	Chr11 68.84 cM
51630239	ACE2	ACE2	Ace2	ACE2	True	True	True	59272	70008	HGNC:13557	MGI:1917258	ChrX p22.2	ChrX 76.12 cM
51631706	ACE3P	ACE3P	Ace3	ACE3	True	False	False	100129123	217246	HGNC:44365	MGI:3644400	Chr17 q23.3	Chr11 68.86 cM
51628464	ACER1	ACER1	Acer1	ACER1	True	True	True	125981	171168	HGNC:18356	MGI:2181962	Chr19 p13.3	Chr17 29.59 cM
51627175	ACER2	ACER2	Acer2	ACER2	True	True	True	340485	230379	HGNC:23675	MGI:1920932	Chr9 p22.1	Chr4 40.69 cM
51625412	ACER3	ACER3	Acer3	ACER3	True	True	True	55331	66190	HGNC:16066	MGI:1913440	Chr11 q13.5	Chr7 53.65 cM
51630243	ACHE	ACHE	Ache	ACHE	True	True	True	43	11423	HGNC:108	MGI:87876	Chr7 q22.1	Chr5 76.32 cM
51615924	ACIN1	ACIN1	Acin1	ACIN1	True	True	True	22985	56215	HGNC:17066	MGI:1891824	Chr14 q11.2	Chr14 27.87 cM
51631707	ACKR1	ACKR1	Ackr1	ACKR1	True	True	True	2532	13349	HGNC:4035	MGI:1097689	Chr1 q23.2	Chr1 80.33 cM
51631708	ACKR2	ACKR2	Ackr2	ACKR2	True	True	True	1238	59289	HGNC:1565	MGI:1891697	Chr3 p22.1	Chr9 72.71 cM
51618064	ACKR3	ACKR3	Ackr3	ACKR3	True	True	True	57007	12778	HGNC:23692	MGI:109562	Chr2 q37.3	Chr1 45.28 cM
51617544	ACKR4	ACKR4	Ackr4	ACKR4	True	True	True	51554	252837	HGNC:1611	MGI:2181676	Chr3 q22.1	Chr9 56.47 cM
51615990	ACKR5	ACKR5	Gpr182	GPR182	True	False	False	11318	11536	HGNC:13708	MGI:109545	Chr12 q13.3	Chr10 75.07 cM
51615927	ACLY	ACLY	Acly	ACLY	True	True	True	47	104112	HGNC:115	MGI:103251	Chr17 q21.2	Chr11 63.47 cM
51629196	ACMSD	ACMSD	Acmsd	ACMSD	True	True	True	130013	266645	HGNC:19288	MGI:2386323	Chr2 q21.3	Chr1 55.8 cM
51622791	ACO1	ACO1	Aco1	ACO1	True	True	True	48	11428	HGNC:117	MGI:87879	Chr9 p21.1	Chr4 20.24 cM
51616827	ACO2	ACO2	Aco2	ACO2	True	True	True	50	11429	HGNC:118	MGI:87880	Chr22 q13.2	Chr15 38.26 cM
51620229	ACOD1	ACOD1	Acod1	ACOD1	True	True	True	730249	16365	HGNC:33904	MGI:103206	Chr13 q22.3	Chr14 51.67 cM
51615929	ACOT11	ACOT11	Acot11	ACOT11	True	True	True	26027	329910	HGNC:18156	MGI:1913736	Chr1 p32.3	Chr4 49.75 cM
51631709	ACOT12	ACOT12	Acot12	ACOT12	True	True	True	134526	74156	HGNC:24436	MGI:1921406	Chr5 q14.1	Chr13 47.43 cM
51626071	ACOT13	ACOT13	Acot13	ACOT13	True	True	True	55856	66834	HGNC:20999	MGI:1914084	Chr6 p22.3	Chr13 10.69 cM
51625766	ACOT2	ACOT2	Acot2	ACOT2	True	True	True	10965	171210	HGNC:18431	MGI:2159605	Chr14 q24.3	Chr12 38.99 cM
51625769	ACOT4	ACOT4	Acot4	ACOT4	True	True	True	122970	171282	HGNC:19748	MGI:2159621	Chr14 q24.3	Chr12 39.01 cM
51625768	ACOT6	ACOT6	Acot6	ACOT6	True	True	True	641372	217700	HGNC:33159	MGI:1921287	Chr14 q24.3	Chr12 39.04 cM
51628305	ACOT7	ACOT7	Acot7	ACOT7	True	True	True	11332	70025	HGNC:24157	MGI:1917275	Chr1 p36.31	Chr4 82.93 cM
51628266	ACOT8	ACOT8	Acot8	ACOT8	True	True	True	10005	170789	HGNC:15919	MGI:2158201	Chr20 q13.12	Chr2 85.27 cM
51615931	ACOT9	ACOT9	Acot9	ACOT9	True	True	True	23597	56360	HGNC:17152	MGI:1928939	ChrX p22.11	ChrX 72.38 cM
51627619	ACOX1	ACOX1	Acox1	ACOX1	True	True	True	51	11430	HGNC:119	MGI:1330812	Chr17 q25.1	Chr11 80.96 cM
51631710	ACOX2	ACOX2	Acox2	ACOX2	True	True	True	8309	93732	HGNC:120	MGI:1934852	Chr3 p14.3	Chr14 4.77 cM
51629711	ACOX3	ACOX3	Acox3	ACOX3	True	True	True	8310	80911	HGNC:121	MGI:1933156	Chr4 p16.1	Chr5 18.32 cM
51625076	ACOXL	ACOXL	Acoxl	ACOXL	True	True	True	55289	74121	HGNC:25621	MGI:1921371	Chr2 q13	Chr2 62.1 cM
51622213	ACP1	ACP1	Acp1	ACP1	True	True	True	52	11431	HGNC:122	MGI:87881	Chr2 p25.3	Chr12 13 cM
51620682	ACP2	ACP2	Acp2	ACP2	True	True	True	53	11432	HGNC:123	MGI:87882	Chr11 p11.2-p11.11	Chr2 50.54 cM
51631711	ACP3	ACP3	Acp3	ACP3	True	True	True	55	56318	HGNC:125	MGI:1928480	Chr3 q22.1	Chr9 56.61 cM
51631712	ACP4	ACP4	Acp4	ACP4	True	True	True	93650	100503991	HGNC:14376	MGI:3644563	Chr19 q13.33	Chr7 28.77 cM
51615932	ACP5	ACP5	Acp5	ACP5	True	True	True	54	11433	HGNC:124	MGI:87883	Chr19 p13.2	Chr9 8.38 cM
51622512	ACP6	ACP6	Acp6	ACP6	True	True	True	51205	66659	HGNC:29609	MGI:1931010	Chr1 q21.2	Chr3 42.04 cM
51623722	ACP7	ACP7	Acp7	ACP7	True	True	True	390928	101744	HGNC:33781	MGI:2142121	Chr19 q13.2	Chr7 16.86 cM
51631713	ACR	ACR	Acr	ACR	True	True	True	49	11434	HGNC:126	MGI:87884	Chr22 q13.33	Chr15 44.96 cM
51631714	ACRBP	ACRBP	Acrbp	ACRBP	True	True	True	84519	54137	HGNC:17195	MGI:1859515	Chr12 p13.31	Chr6 59.17 cM
51631715	ACRV1	ACRV1	Acrv1	ACRV1	True	True	True	56	11451	HGNC:127	MGI:104590	Chr11 q24.2	Chr9 20.67 cM
