expression_layer	dataset	core_branch	branch_kind	sample	source_layer	expression_scope	target_class	background_classes	n_candidate_classes	n_background_classes	candidate_median_downstream_construction_balance	background_median_downstream_construction_balance	delta_downstream_construction_balance	candidate_median_regional_fate_balance	background_median_regional_fate_balance	delta_regional_fate_balance	candidate_median_configuration_score	background_median_configuration_score	delta_configuration_score	configuration_positive
selected_feature_matrix	GSE122357	cerebellum	cerebellar	GSM3464551_P8b	full_raw_matrix	full_matrix_candidate_genes	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.16666666666666674	-0.08333333333333331	0.25000000000000006	0.33333333333333337	-0.1666666666666667	0.5000000000000001	0.5000000000000001	-0.25	0.7500000000000001	True
selected_feature_matrix	GSE165657	cerebellum	cerebellar	Cerebellum_aggr	full_raw_matrix	full_matrix_candidate_genes	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	0.0	0.0	0.33333333333333337	-0.1666666666666667	0.5000000000000001	0.33333333333333337	-0.1666666666666667	0.5000000000000001	True
selected_feature_matrix	GSE312658	cerebellum	cerebellar	Ctrl	full_raw_matrix	full_matrix_candidate_genes	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.16666666666666674	-0.08333333333333331	0.25000000000000006	0.33333333333333337	-0.16666666666666669	0.5	0.5000000000000001	-0.25	0.7500000000000001	True
selected_feature_matrix	GSE312658	cerebellum	cerebellar	cKO	full_raw_matrix	full_matrix_candidate_genes	cerebellar_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.16666666666666663	0.0	0.16666666666666663	0.33333333333333337	-0.08333333333333334	0.41666666666666674	0.5	-0.08333333333333334	0.5833333333333334	True
selected_feature_matrix	GSE104323	mouse_dentate	dentate	10X_all_cells	full_raw_matrix	full_matrix_candidate_genes	dentate_candidate	non_dentate_background	1	1	0.25	-0.25	0.5	0.5	-0.5	1.0	0.75	-0.75	1.5	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	1	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	other_or_ambiguous	1	1	-0.16666666666666663	0.0	-0.16666666666666663	0.16666666666666674	-0.3333333333333333	0.5	1.1102230246251565e-16	-0.3333333333333333	0.3333333333333334	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	2	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.33333333333333337	0.16666666666666669	-0.5	0.0	-0.12499999999999997	0.12499999999999997	-0.33333333333333337	0.04166666666666671	-0.3750000000000001	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	3	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.08333333333333337	0.041666666666666685	-0.12500000000000006	0.0	-0.12499999999999997	0.12499999999999997	-0.08333333333333337	-0.08333333333333329	-8.326672684688674e-17	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	4	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666663	0.08333333333333337	-0.25	0.0	-0.16666666666666666	0.16666666666666666	-0.16666666666666663	-0.08333333333333329	-0.08333333333333334	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	5	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666663	0.08333333333333337	-0.25	0.16666666666666674	-0.08333333333333334	0.2500000000000001	1.1102230246251565e-16	2.7755575615628914e-17	8.326672684688674e-17	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	6	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666663	2.7755575615628914e-17	-0.16666666666666666	0.16666666666666674	-0.04166666666666666	0.2083333333333334	1.1102230246251565e-16	-0.04166666666666663	0.04166666666666674	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	7	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.33333333333333337	0.16666666666666669	-0.5	0.0	-0.04166666666666666	0.04166666666666666	-0.33333333333333337	0.12500000000000003	-0.45833333333333337	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	8	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666663	2.7755575615628914e-17	-0.16666666666666666	0.16666666666666674	-0.08333333333333334	0.2500000000000001	1.1102230246251565e-16	-0.08333333333333331	0.08333333333333343	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	9	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.33333333333333337	0.16666666666666669	-0.5	0.16666666666666674	-0.12499999999999997	0.29166666666666674	-0.16666666666666663	0.04166666666666671	-0.20833333333333334	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	10	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666663	0.08333333333333337	-0.25	0.16666666666666674	-0.08333333333333334	0.2500000000000001	1.1102230246251565e-16	2.7755575615628914e-17	8.326672684688674e-17	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	11	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.33333333333333337	0.16666666666666669	-0.5	0.16666666666666674	-0.16666666666666666	0.33333333333333337	-0.16666666666666663	2.7755575615628914e-17	-0.16666666666666666	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	12	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.33333333333333337	0.16666666666666669	-0.5	0.0	-0.16666666666666666	0.16666666666666666	-0.33333333333333337	2.7755575615628914e-17	-0.33333333333333337	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	13	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666674	0.08333333333333331	-0.25000000000000006	0.16666666666666674	-0.08333333333333334	0.2500000000000001	0.0	-2.7755575615628914e-17	2.7755575615628914e-17	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	14	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.16666666666666674	-0.08333333333333331	0.25000000000000006	0.0	-0.12499999999999997	0.12499999999999997	0.16666666666666674	-0.2083333333333333	0.375	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	15	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	-0.08333333333333334	0.08333333333333334	0.33333333333333337	-0.16666666666666666	0.5	0.33333333333333337	-0.25	0.5833333333333334	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	16	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	-0.08333333333333334	0.08333333333333334	0.16666666666666674	-0.16666666666666666	0.33333333333333337	0.16666666666666674	-0.25	0.41666666666666674	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	17	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666674	0.08333333333333331	-0.25000000000000006	0.16666666666666674	-0.16666666666666666	0.33333333333333337	0.0	-0.08333333333333334	0.08333333333333334	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	18	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666663	0.08333333333333337	-0.25	-0.33333333333333337	-0.12499999999999997	-0.2083333333333334	-0.5	-0.0416666666666666	-0.45833333333333337	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	19	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666663	0.08333333333333337	-0.25	0.33333333333333337	-0.16666666666666666	0.5	0.16666666666666674	-0.08333333333333329	0.25	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	20	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	0.0	0.0	0.16666666666666674	-0.08333333333333331	0.25000000000000006	0.16666666666666674	-0.08333333333333331	0.25000000000000006	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	21	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.08333333333333326	0.041666666666666685	-0.12499999999999994	0.16666666666666674	-0.04166666666666666	0.2083333333333334	0.08333333333333348	2.7755575615628914e-17	0.08333333333333345	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	22	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	0.0	0.0	0.16666666666666674	-0.16666666666666666	0.33333333333333337	0.16666666666666674	-0.16666666666666666	0.33333333333333337	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	23	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	0.0	0.0	-0.33333333333333337	0.041666666666666685	-0.37500000000000006	-0.33333333333333337	0.041666666666666685	-0.37500000000000006	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	24	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.16666666666666674	-0.08333333333333331	0.25000000000000006	0.33333333333333337	-0.12499999999999997	0.45833333333333337	0.5000000000000001	-0.2083333333333333	0.7083333333333334	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	25	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	0.0	0.0	0.16666666666666674	0.0	0.16666666666666674	0.16666666666666674	0.0	0.16666666666666674	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	26	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666674	0.08333333333333331	-0.25000000000000006	0.33333333333333337	-0.04166666666666663	0.375	0.16666666666666663	0.041666666666666685	0.12499999999999994	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	27	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666674	0.08333333333333331	-0.25000000000000006	0.16666666666666674	-0.08333333333333334	0.2500000000000001	0.0	-2.7755575615628914e-17	2.7755575615628914e-17	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	28	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.16666666666666674	-0.16666666666666666	0.33333333333333337	0.33333333333333337	-0.16666666666666666	0.5	0.5000000000000001	-0.3333333333333333	0.8333333333333335	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	29	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666663	2.7755575615628914e-17	-0.16666666666666666	0.16666666666666674	-0.08333333333333334	0.2500000000000001	1.1102230246251565e-16	-0.08333333333333331	0.08333333333333343	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	30	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	0.0	0.0	0.16666666666666674	-0.16666666666666666	0.33333333333333337	0.16666666666666674	-0.16666666666666666	0.33333333333333337	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	31	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.16666666666666674	-0.08333333333333331	0.25000000000000006	0.33333333333333337	-0.16666666666666666	0.5	0.5000000000000001	-0.24999999999999997	0.7500000000000001	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	32	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	2.7755575615628914e-17	-2.7755575615628914e-17	0.33333333333333337	-0.08333333333333331	0.4166666666666667	0.33333333333333337	-0.08333333333333329	0.41666666666666663	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	33	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.33333333333333337	0.16666666666666669	-0.5	0.0	0.08333333333333334	-0.08333333333333334	-0.33333333333333337	0.25	-0.5833333333333334	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	34	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.33333333333333337	0.16666666666666669	-0.5	0.16666666666666674	-0.16666666666666666	0.33333333333333337	-0.16666666666666663	2.7755575615628914e-17	-0.16666666666666666	False
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	35	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.16666666666666674	-0.16666666666666666	0.33333333333333337	0.33333333333333337	-0.16666666666666666	0.5	0.5000000000000001	-0.3333333333333333	0.8333333333333335	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	36	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.16666666666666674	-0.16666666666666666	0.33333333333333337	0.16666666666666674	-0.12499999999999997	0.29166666666666674	0.3333333333333335	-0.29166666666666663	0.6250000000000001	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	37	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.08333333333333337	-0.04166666666666663	0.125	0.33333333333333337	-0.16666666666666666	0.5	0.41666666666666674	-0.2083333333333333	0.625	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	38	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	-0.16666666666666663	0.08333333333333337	-0.25	0.33333333333333337	-0.16666666666666666	0.5	0.16666666666666674	-0.08333333333333329	0.25	True
selected_feature_matrix	GSE268609	human_dentate_hippocampus	dentate	39	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	broad_neuronal_structural_warning,other_or_ambiguous	1	2	0.0	0.0	0.0	0.16666666666666674	-0.08333333333333331	0.25000000000000006	0.16666666666666674	-0.08333333333333331	0.25000000000000006	True
selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S1R1	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	1	1	0.0	0.0	0.0	0.25	-0.25	0.5	0.25	-0.25	0.5	True
selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S1R3	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	1	1	0.0	0.0	0.0	0.25	-0.25	0.5	0.25	-0.25	0.5	True
selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S2R3	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	1	1	0.0	0.0	0.0	0.25	-0.25	0.5	0.25	-0.25	0.5	True
selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S2R5	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	1	1	0.0	0.0	0.0	0.25	-0.25	0.5	0.25	-0.25	0.5	True
selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S2R6	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	1	1	0.25	-0.25	0.5	0.25	-0.25	0.5	0.5	-0.5	1.0	True
selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S5R6	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	1	1	0.25	-0.25	0.5	0.125	-0.125	0.25	0.375	-0.375	0.75	True
selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S7R5	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	1	1	0.0	0.0	0.0	0.375	-0.375	0.75	0.375	-0.375	0.75	True
selected_feature_matrix	GSE325391	human_dentate_hippocampus	dentate	S8R5	selected_gene_bridge	selected_bridge_candidate_genes	dentate_candidate	non_dentate_background	1	1	0.25	-0.25	0.5	0.25	-0.25	0.5	0.5	-0.5	1.0	True
selected_feature_matrix	GSE95752	mouse_dentate	dentate	C1_all_cells	full_raw_matrix	full_matrix_candidate_genes	dentate_candidate	other_or_ambiguous	1	1	0.16666666666666674	-0.3333333333333333	0.5	0.6666666666666667	-0.6666666666666667	1.3333333333333335	0.8333333333333335	-1.0	1.8333333333333335	True
