unit_id	hierarchy_level	term_symbol	term	branch_group	branch	dataset_or_source	contrast_or_scope	evidence_family	metric	raw_value	normalized_score	support_direction	weight	weighted_score	unit_support_class	quality_class	source_table	notes
EU00011	sample_contrast	F	FatePolarity	cerebellum	cerebellum	GSE165657	full_mgi_ortholog_matrix|GSE165657|Cerebellum_aggr|cerebellar_candidate	regional_fate	delta_regional_fate_balance	0.5	0.5	positive candidate-background delta supports branch-matched fate polarity	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00012	sample_contrast	C	ConstructionBalance	cerebellum	cerebellum	GSE165657	full_mgi_ortholog_matrix|GSE165657|Cerebellum_aggr|cerebellar_candidate	downstream_construction	delta_downstream_construction_balance	1.0	1.0	positive candidate-background delta supports downstream construction bias	0.9	0.9	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00013	sample_contrast	Y	GranuleDesign	cerebellum	cerebellum	GSE312658	full_mgi_ortholog_matrix|GSE312658|Ctrl|cerebellar_candidate	primary_configuration	delta_configuration_score	1.0	1.0	positive candidate-background delta supports granule-like configuration	1.0	1.0	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00014	sample_contrast	F	FatePolarity	cerebellum	cerebellum	GSE312658	full_mgi_ortholog_matrix|GSE312658|Ctrl|cerebellar_candidate	regional_fate	delta_regional_fate_balance	0.5	0.5	positive candidate-background delta supports branch-matched fate polarity	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00015	sample_contrast	C	ConstructionBalance	cerebellum	cerebellum	GSE312658	full_mgi_ortholog_matrix|GSE312658|Ctrl|cerebellar_candidate	downstream_construction	delta_downstream_construction_balance	0.5	0.5	positive candidate-background delta supports downstream construction bias	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00016	sample_contrast	Y	GranuleDesign	cerebellum	cerebellum	GSE312658	full_mgi_ortholog_matrix|GSE312658|cKO|cerebellar_candidate	primary_configuration	delta_configuration_score	1.3333333333333333	1.0	positive candidate-background delta supports granule-like configuration	1.0	1.0	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00017	sample_contrast	F	FatePolarity	cerebellum	cerebellum	GSE312658	full_mgi_ortholog_matrix|GSE312658|cKO|cerebellar_candidate	regional_fate	delta_regional_fate_balance	0.5833333333333334	0.5833333333333334	positive candidate-background delta supports branch-matched fate polarity	0.9	0.525	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00018	sample_contrast	C	ConstructionBalance	cerebellum	cerebellum	GSE312658	full_mgi_ortholog_matrix|GSE312658|cKO|cerebellar_candidate	downstream_construction	delta_downstream_construction_balance	0.75	0.75	positive candidate-background delta supports downstream construction bias	0.9	0.675	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00019	sample_contrast	Y	GranuleDesign	dentate	mouse_dentate	GSE104323	full_mgi_ortholog_matrix|GSE104323|10X_all_cells|dentate_candidate	primary_configuration	delta_configuration_score	1.5	1.0	positive candidate-background delta supports granule-like configuration	1.0	1.0	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00020	sample_contrast	F	FatePolarity	dentate	mouse_dentate	GSE104323	full_mgi_ortholog_matrix|GSE104323|10X_all_cells|dentate_candidate	regional_fate	delta_regional_fate_balance	1.0	1.0	positive candidate-background delta supports branch-matched fate polarity	0.9	0.9	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00021	sample_contrast	C	ConstructionBalance	dentate	mouse_dentate	GSE104323	full_mgi_ortholog_matrix|GSE104323|10X_all_cells|dentate_candidate	downstream_construction	delta_downstream_construction_balance	0.5	0.5	positive candidate-background delta supports downstream construction bias	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00022	sample_contrast	Y	GranuleDesign	dentate	mouse_dentate	GSE95752	full_mgi_ortholog_matrix|GSE95752|C1_all_cells|dentate_candidate	primary_configuration	delta_configuration_score	2.666666666666667	1.0	positive candidate-background delta supports granule-like configuration	1.0	1.0	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00023	sample_contrast	F	FatePolarity	dentate	mouse_dentate	GSE95752	full_mgi_ortholog_matrix|GSE95752|C1_all_cells|dentate_candidate	regional_fate	delta_regional_fate_balance	1.3333333333333337	1.0	positive candidate-background delta supports branch-matched fate polarity	0.9	0.9	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00024	sample_contrast	C	ConstructionBalance	dentate	mouse_dentate	GSE95752	full_mgi_ortholog_matrix|GSE95752|C1_all_cells|dentate_candidate	downstream_construction	delta_downstream_construction_balance	1.3333333333333337	1.0	positive candidate-background delta supports downstream construction bias	0.9	0.9	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00025	sample_contrast	Y	GranuleDesign	cerebellum	cerebellum	GSE122357	selected_feature_matrix|GSE122357|GSM3464549_P0|cerebellar_candidate	primary_configuration	delta_configuration_score	1.0	1.0	positive candidate-background delta supports granule-like configuration	1.0	1.0	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00026	sample_contrast	F	FatePolarity	cerebellum	cerebellum	GSE122357	selected_feature_matrix|GSE122357|GSM3464549_P0|cerebellar_candidate	regional_fate	delta_regional_fate_balance	0.5000000000000001	0.5000000000000001	positive candidate-background delta supports branch-matched fate polarity	0.9	0.4500000000000001	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00027	sample_contrast	C	ConstructionBalance	cerebellum	cerebellum	GSE122357	selected_feature_matrix|GSE122357|GSM3464549_P0|cerebellar_candidate	downstream_construction	delta_downstream_construction_balance	0.5	0.5	positive candidate-background delta supports downstream construction bias	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00028	sample_contrast	Y	GranuleDesign	cerebellum	cerebellum	GSE122357	selected_feature_matrix|GSE122357|GSM3464550_P8a|cerebellar_candidate	primary_configuration	delta_configuration_score	0.5000000000000001	0.5000000000000001	positive candidate-background delta supports granule-like configuration	1.0	0.5000000000000001	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00029	sample_contrast	F	FatePolarity	cerebellum	cerebellum	GSE122357	selected_feature_matrix|GSE122357|GSM3464550_P8a|cerebellar_candidate	regional_fate	delta_regional_fate_balance	0.5000000000000001	0.5000000000000001	positive candidate-background delta supports branch-matched fate polarity	0.9	0.4500000000000001	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00030	sample_contrast	C	ConstructionBalance	cerebellum	cerebellum	GSE122357	selected_feature_matrix|GSE122357|GSM3464550_P8a|cerebellar_candidate	downstream_construction	delta_downstream_construction_balance	0.0	0.0	positive candidate-background delta supports downstream construction bias	0.9	0.0	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00031	sample_contrast	Y	GranuleDesign	cerebellum	cerebellum	GSE122357	selected_feature_matrix|GSE122357|GSM3464551_P8b|cerebellar_candidate	primary_configuration	delta_configuration_score	0.7500000000000001	0.7500000000000001	positive candidate-background delta supports granule-like configuration	1.0	0.7500000000000001	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00032	sample_contrast	F	FatePolarity	cerebellum	cerebellum	GSE122357	selected_feature_matrix|GSE122357|GSM3464551_P8b|cerebellar_candidate	regional_fate	delta_regional_fate_balance	0.5000000000000001	0.5000000000000001	positive candidate-background delta supports branch-matched fate polarity	0.9	0.4500000000000001	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00033	sample_contrast	C	ConstructionBalance	cerebellum	cerebellum	GSE122357	selected_feature_matrix|GSE122357|GSM3464551_P8b|cerebellar_candidate	downstream_construction	delta_downstream_construction_balance	0.25	0.25	positive candidate-background delta supports downstream construction bias	0.9	0.225	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00034	sample_contrast	Y	GranuleDesign	cerebellum	cerebellum	GSE165657	selected_feature_matrix|GSE165657|Cerebellum_aggr|cerebellar_candidate	primary_configuration	delta_configuration_score	0.5000000000000001	0.5000000000000001	positive candidate-background delta supports granule-like configuration	1.0	0.5000000000000001	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00035	sample_contrast	F	FatePolarity	cerebellum	cerebellum	GSE165657	selected_feature_matrix|GSE165657|Cerebellum_aggr|cerebellar_candidate	regional_fate	delta_regional_fate_balance	0.5000000000000001	0.5000000000000001	positive candidate-background delta supports branch-matched fate polarity	0.9	0.4500000000000001	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00036	sample_contrast	C	ConstructionBalance	cerebellum	cerebellum	GSE165657	selected_feature_matrix|GSE165657|Cerebellum_aggr|cerebellar_candidate	downstream_construction	delta_downstream_construction_balance	0.0	0.0	positive candidate-background delta supports downstream construction bias	0.9	0.0	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00037	sample_contrast	Y	GranuleDesign	cerebellum	cerebellum	GSE312658	selected_feature_matrix|GSE312658|Ctrl|cerebellar_candidate	primary_configuration	delta_configuration_score	0.7500000000000001	0.7500000000000001	positive candidate-background delta supports granule-like configuration	1.0	0.7500000000000001	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00038	sample_contrast	F	FatePolarity	cerebellum	cerebellum	GSE312658	selected_feature_matrix|GSE312658|Ctrl|cerebellar_candidate	regional_fate	delta_regional_fate_balance	0.5	0.5	positive candidate-background delta supports branch-matched fate polarity	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00039	sample_contrast	C	ConstructionBalance	cerebellum	cerebellum	GSE312658	selected_feature_matrix|GSE312658|Ctrl|cerebellar_candidate	downstream_construction	delta_downstream_construction_balance	0.25	0.25	positive candidate-background delta supports downstream construction bias	0.9	0.225	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00040	sample_contrast	Y	GranuleDesign	cerebellum	cerebellum	GSE312658	selected_feature_matrix|GSE312658|cKO|cerebellar_candidate	primary_configuration	delta_configuration_score	0.5833333333333334	0.5833333333333334	positive candidate-background delta supports granule-like configuration	1.0	0.5833333333333334	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00041	sample_contrast	F	FatePolarity	cerebellum	cerebellum	GSE312658	selected_feature_matrix|GSE312658|cKO|cerebellar_candidate	regional_fate	delta_regional_fate_balance	0.4166666666666667	0.4166666666666667	positive candidate-background delta supports branch-matched fate polarity	0.9	0.375	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00042	sample_contrast	C	ConstructionBalance	cerebellum	cerebellum	GSE312658	selected_feature_matrix|GSE312658|cKO|cerebellar_candidate	downstream_construction	delta_downstream_construction_balance	0.1666666666666666	0.1666666666666666	positive candidate-background delta supports downstream construction bias	0.9	0.14999999999999994	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00043	sample_contrast	Y	GranuleDesign	dentate	mouse_dentate	GSE104323	selected_feature_matrix|GSE104323|10X_all_cells|dentate_candidate	primary_configuration	delta_configuration_score	1.5	1.0	positive candidate-background delta supports granule-like configuration	1.0	1.0	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00044	sample_contrast	F	FatePolarity	dentate	mouse_dentate	GSE104323	selected_feature_matrix|GSE104323|10X_all_cells|dentate_candidate	regional_fate	delta_regional_fate_balance	1.0	1.0	positive candidate-background delta supports branch-matched fate polarity	0.9	0.9	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00045	sample_contrast	C	ConstructionBalance	dentate	mouse_dentate	GSE104323	selected_feature_matrix|GSE104323|10X_all_cells|dentate_candidate	downstream_construction	delta_downstream_construction_balance	0.5	0.5	positive candidate-background delta supports downstream construction bias	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00046	sample_contrast	Y	GranuleDesign	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|1|dentate_candidate	primary_configuration	delta_configuration_score	0.3333333333333334	0.3333333333333334	positive candidate-background delta supports granule-like configuration	1.0	0.3333333333333334	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00047	sample_contrast	F	FatePolarity	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|1|dentate_candidate	regional_fate	delta_regional_fate_balance	0.5	0.5	positive candidate-background delta supports branch-matched fate polarity	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00048	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|1|dentate_candidate	downstream_construction	delta_downstream_construction_balance	-0.1666666666666666	-0.1666666666666666	positive candidate-background delta supports downstream construction bias	0.9	-0.14999999999999994	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00049	sample_contrast	Y	GranuleDesign	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|2|dentate_candidate	primary_configuration	delta_configuration_score	-0.3750000000000001	-0.3750000000000001	positive candidate-background delta supports granule-like configuration	1.0	-0.3750000000000001	opposing_or_branch_specific	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00050	sample_contrast	F	FatePolarity	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|2|dentate_candidate	regional_fate	delta_regional_fate_balance	0.1249999999999999	0.1249999999999999	positive candidate-background delta supports branch-matched fate polarity	0.9	0.11249999999999992	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00051	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|2|dentate_candidate	downstream_construction	delta_downstream_construction_balance	-0.5	-0.5	positive candidate-background delta supports downstream construction bias	0.9	-0.45	opposing_or_branch_specific	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00052	sample_contrast	Y	GranuleDesign	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|3|dentate_candidate	primary_configuration	delta_configuration_score	-8.326672684688674e-17	-8.326672684688674e-17	positive candidate-background delta supports granule-like configuration	1.0	-8.326672684688674e-17	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00053	sample_contrast	F	FatePolarity	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|3|dentate_candidate	regional_fate	delta_regional_fate_balance	0.1249999999999999	0.1249999999999999	positive candidate-background delta supports branch-matched fate polarity	0.9	0.11249999999999992	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00054	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|3|dentate_candidate	downstream_construction	delta_downstream_construction_balance	-0.125	-0.125	positive candidate-background delta supports downstream construction bias	0.9	-0.1125	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00055	sample_contrast	Y	GranuleDesign	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|4|dentate_candidate	primary_configuration	delta_configuration_score	-0.0833333333333333	-0.0833333333333333	positive candidate-background delta supports granule-like configuration	1.0	-0.0833333333333333	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00056	sample_contrast	F	FatePolarity	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|4|dentate_candidate	regional_fate	delta_regional_fate_balance	0.1666666666666666	0.1666666666666666	positive candidate-background delta supports branch-matched fate polarity	0.9	0.14999999999999994	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00057	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|4|dentate_candidate	downstream_construction	delta_downstream_construction_balance	-0.25	-0.25	positive candidate-background delta supports downstream construction bias	0.9	-0.225	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00058	sample_contrast	Y	GranuleDesign	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|5|dentate_candidate	primary_configuration	delta_configuration_score	8.326672684688674e-17	8.326672684688674e-17	positive candidate-background delta supports granule-like configuration	1.0	8.326672684688674e-17	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00059	sample_contrast	F	FatePolarity	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|5|dentate_candidate	regional_fate	delta_regional_fate_balance	0.2500000000000001	0.2500000000000001	positive candidate-background delta supports branch-matched fate polarity	0.9	0.22500000000000012	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00060	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|5|dentate_candidate	downstream_construction	delta_downstream_construction_balance	-0.25	-0.25	positive candidate-background delta supports downstream construction bias	0.9	-0.225	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00061	sample_contrast	Y	GranuleDesign	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|6|dentate_candidate	primary_configuration	delta_configuration_score	0.0416666666666667	0.0416666666666667	positive candidate-background delta supports granule-like configuration	1.0	0.0416666666666667	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00062	sample_contrast	F	FatePolarity	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|6|dentate_candidate	regional_fate	delta_regional_fate_balance	0.2083333333333334	0.2083333333333334	positive candidate-background delta supports branch-matched fate polarity	0.9	0.18750000000000006	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00063	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|6|dentate_candidate	downstream_construction	delta_downstream_construction_balance	-0.1666666666666666	-0.1666666666666666	positive candidate-background delta supports downstream construction bias	0.9	-0.14999999999999994	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00064	sample_contrast	Y	GranuleDesign	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|7|dentate_candidate	primary_configuration	delta_configuration_score	-0.4583333333333333	-0.4583333333333333	positive candidate-background delta supports granule-like configuration	1.0	-0.4583333333333333	opposing_or_branch_specific	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00065	sample_contrast	F	FatePolarity	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|7|dentate_candidate	regional_fate	delta_regional_fate_balance	0.0416666666666666	0.0416666666666666	positive candidate-background delta supports branch-matched fate polarity	0.9	0.03749999999999994	weak_or_mixed_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00066	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE268609	selected_feature_matrix|GSE268609|7|dentate_candidate	downstream_construction	delta_downstream_construction_balance	-0.5	-0.5	positive candidate-background delta supports downstream construction bias	0.9	-0.45	opposing_or_branch_specific	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
