gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection	db_class_key	human_symbol	mouse_symbol	canonical_mouse_symbol	ortholog_symbol_class	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	present_in_human_dg_full_gene_list
GRIA2	GRIA2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.9990152069816483	0.7144355509258562	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.7144355509258562	51621444	GRIA2	Gria2	GRIA2	same_symbol	2891	14800	HGNC:4572	MGI:95809	True
PPP2R2C	PPP2R2C	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.69561624116532	0.7671951682114273	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.69561624116532	51623888	PPP2R2C	Ppp2r2c	PPP2R2C	same_symbol	5522	269643	HGNC:9306	MGI:2442660	True
NRN1	NRN1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6917586303660603	0.6957908924824677	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.6917586303660603	51617901	NRN1	Nrn1	NRN1	same_symbol	51299	68404	HGNC:17972	MGI:1915654	True
CELF1	CELF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.8514013658186292	0.6816963268666918	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.6816963268666918	51616571	CELF1	Celf1	CELF1	same_symbol	10658	13046	HGNC:2549	MGI:1342295	True
ATP2B1	ATP2B1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.985424876003934	0.660543682328214	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.660543682328214	51623864	ATP2B1	Atp2b1	ATP2B1	same_symbol	490	67972	HGNC:814	MGI:104653	True
CD47	CD47	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.709453234500212	0.6601795043884444	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.6601795043884444	51632240	CD47	Cd47	CD47	same_symbol	961	16423	HGNC:1682	MGI:96617	True
CELF4	CELF4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9613552397441387	0.621309139517812	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.621309139517812	51630281	CELF4	Celf4	CELF4	same_symbol	56853	108013	HGNC:14015	MGI:1932407	True
MAPK1	MAPK1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.8836160290869207	0.5569067929315716	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.5569067929315716	51618945	MAPK1	Mapk1	MAPK1	same_symbol	5594	26413	HGNC:6871	MGI:1346858	True
SYT1	SYT1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.9993808817307093	0.5515393214729516	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.5515393214729516	51626288	SYT1	Syt1	SYT1	same_symbol	6857	20979	HGNC:11509	MGI:99667	True
SDCBP	SDCBP	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5415295386500119	0.5835436041016551	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.5415295386500119	51624303	SDCBP	Sdcbp	SDCBP	same_symbol	6386	53378	HGNC:10662	MGI:1337026	True
GATAD2B	GATAD2B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.6116887256190526	0.5393685205625003	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.5393685205625003	51626619	GATAD2B	Gatad2b	GATAD2B	same_symbol	57459	229542	HGNC:30778	MGI:2443225	True
PPM1H	PPM1H	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.771273078629445	0.5329864287154235	5	2	0.07600343072186334	0.005366742498130141	True	True	1.0	0.5329864287154235	51628976	PPM1H	Ppm1h	PPM1H	same_symbol	57460	319468	HGNC:18583	MGI:2442087	True
STXBP1	STXBP1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.8594603243125365	0.5050778328714265	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.5050778328714265	51620896	STXBP1	Stxbp1	STXBP1	same_symbol	6812	20910	HGNC:11444	MGI:107363	True
TMEM178A	TMEM178A	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.5998140058699064	0.503462730089302	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.503462730089302	51627046	TMEM178A	Tmem178	TMEM178	nonidentical_symbol	130733	68027	HGNC:28517	MGI:1915277	True
NEUROD2	NEUROD2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.499846534165189	0.5109794047742044	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.499846534165189	51620918	NEUROD2	Neurod2	NEUROD2	same_symbol	4761	18013	HGNC:7763	MGI:107755	True
CDC42SE2	CDC42SE2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.6755154110422306	0.49570585264130995	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.49570585264130995	51629316	CDC42SE2	Cdc42se2	CDC42SE2	same_symbol	56990	72729	HGNC:18547	MGI:1919979	True
PPP1CB	PPP1CB	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.49563211757500597	0.6029402036968907	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.49563211757500597	51622043	PPP1CB	Ppp1cb	PPP1CB	same_symbol	5500	19046	HGNC:9282	MGI:104871	True
ASH1L	ASH1L	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.8103430931541478	0.49520253585208884	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.49520253585208884	51620674	ASH1L	Ash1l	ASH1L	same_symbol	55870	192195	HGNC:19088	MGI:2183158	True
RUNDC3A	RUNDC3A	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.4845501507833887	0.48373205899333827	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.48373205899333827	51624039	RUNDC3A	Rundc3a	RUNDC3A	same_symbol	10900	51799	HGNC:16984	MGI:1858752	True
ST18	ST18	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6439795918367347	0.48285191328628263	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.48285191328628263	51622309	ST18	St18	ST18	same_symbol	9705	240690	HGNC:18695	MGI:2446700	True
SSBP3	SSBP3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.48009049145743987	0.6856267877960249	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.48009049145743987	51621790	SSBP3	Ssbp3	SSBP3	same_symbol	23648	72475	HGNC:15674	MGI:1919725	True
NAPA	NAPA	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.47796662962669245	0.5739834179839417	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.47796662962669245	51616110	NAPA	Napa	NAPA	same_symbol	8775	108124	HGNC:7641	MGI:104563	True
CACNA2D1	CACNA2D1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.9689538683366323	0.47583504974176755	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.47583504974176755	51625279	CACNA2D1	Cacna2d1	CACNA2D1	same_symbol	781	12293	HGNC:1399	MGI:88295	True
OLFM1	OLFM1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.9262944324428133	0.46241027330065376	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.46241027330065376	51624632	OLFM1	Olfm1	OLFM1	same_symbol	10439	56177	HGNC:17187	MGI:1860437	True
ATP6V1B2	ATP6V1B2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5863348292641912	0.4526075201156191	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.4526075201156191	51616352	ATP6V1B2	Atp6v1b2	ATP6V1B2	same_symbol	526	11966	HGNC:854	MGI:109618	True
TAGLN3	TAGLN3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.4475800806148541	0.7404405493164787	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.4475800806148541	51620328	TAGLN3	Tagln3	TAGLN3	same_symbol	29114	56370	HGNC:29868	MGI:1926784	True
BAIAP2	BAIAP2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.7423355439477861	0.4435207677762799	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.4435207677762799	51628061	BAIAP2	Baiap2	BAIAP2	same_symbol	10458	108100	HGNC:947	MGI:2137336	True
ENSA	ENSA	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.629241868134542	0.4429603903327869	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.4429603903327869	51618911	ENSA	Ensa	ENSA	same_symbol	2029	56205	HGNC:3360	MGI:1891189	True
SNCA	SNCA	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.8308922075857929	0.4416733794213956	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.4416733794213956	51635507	SNCA	Snca	SNCA	same_symbol	6622	20617	HGNC:11138	MGI:1277151	True
SYP	SYP	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.6902821184826924	0.4377427224548994	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.4377427224548994	51626934	SYP	Syp	SYP	same_symbol	6855	20977	HGNC:11506	MGI:98467	True
ZNF148	ZNF148	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7348546823753503	0.43569009861528285	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.43569009861528285	51619454	ZNF148	Zfp148	ZFP148	nonidentical_symbol	7707	22661	HGNC:12933	MGI:1332234	True
SBNO1	SBNO1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.4308772136195187	0.5112063710095953	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.4308772136195187	51631043	SBNO1	Sbno1	SBNO1	same_symbol	55206	243272	HGNC:22973	MGI:2384298	True
C1orf21	C1ORF21	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7123515033103542	0.4308700154014823	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.4308700154014823	51627885	C1orf21	1700025G04Rik	1700025G04RIK	nonidentical_symbol	81563	69399	HGNC:15494	MGI:1916649	True
RASA1	RASA1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.7163499128329713	0.4304665553251077	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.4304665553251077	51620466	RASA1	Rasa1	RASA1	same_symbol	5921	218397	HGNC:9871	MGI:97860	True
ZNF536	ZNF536	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.5815579994539621	0.4280775736515864	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.4280775736515864	51624606	ZNF536	Zfp536	ZFP536	nonidentical_symbol	9745	243937	HGNC:29025	MGI:1926102	True
WBP2	WBP2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.46920982232218333	0.42734600165141934	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.42734600165141934	51628405	WBP2	Wbp2	WBP2	same_symbol	23558	22378	HGNC:12738	MGI:104709	True
NDRG3	NDRG3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5596152658915984	0.4147206131449681	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.4147206131449681	51619961	NDRG3	Ndrg3	NDRG3	same_symbol	57446	29812	HGNC:14462	MGI:1352499	True
RPL3	RPL3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.40945002351383153	0.9954725611173261	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.40945002351383153	51627468	RPL3	Rpl3	RPL3	same_symbol	6122	27367	HGNC:10332	MGI:1351605	True
ATP1A1	ATP1A1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.7009586796129194	0.4080623111753179	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.4080623111753179	51616323	ATP1A1	Atp1a1	ATP1A1	same_symbol	476	11928	HGNC:799	MGI:88105	True
YME1L1	YME1L1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5178049835283106	0.4059394906765512	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.4059394906765512	51636258	YME1L1	Yme1l1	YME1L1	same_symbol	10730	27377	HGNC:12843	MGI:1351651	True
ROBO2	ROBO2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.7952070251177394	0.4009078132633713	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.4009078132633713	51616305	ROBO2	Robo2	ROBO2	same_symbol	6092	268902	HGNC:10250	MGI:1890110	True
WASF1	WASF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.8529463064805589	0.3926657114589403	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.3926657114589403	51626659	WASF1	Wasf1	WASF1	same_symbol	8936	83767	HGNC:12732	MGI:1890563	True
CBFA2T2	CBFA2T2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.6999701404140859	0.3786135150394684	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.3786135150394684	51623303	CBFA2T2	Cbfa2t2	CBFA2T2	same_symbol	9139	12396	HGNC:1536	MGI:1333833	True
COG7	COG7	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3666750970707737	0.4038053213699622	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.3666750970707737	51628848	COG7	Cog7	COG7	same_symbol	91949	233824	HGNC:18622	MGI:2685013	True
MARK2	MARK2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.3771363729438264	0.3666062408974001	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.3666062408974001	51620318	MARK2	Mark2	MARK2	same_symbol	2011	13728	HGNC:3332	MGI:99638	True
KPNA4	KPNA4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3619593008415177	0.39478810376349427	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.3619593008415177	51627433	KPNA4	Kpna4	KPNA4	same_symbol	3840	16649	HGNC:6397	MGI:1100848	True
EIF4B	EIF4B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.35928747096597896	0.5619221319192241	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.35928747096597896	51618865	EIF4B	Eif4b	EIF4B	same_symbol	1975	75705	HGNC:3285	MGI:95304	True
RAB28	RAB28	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.4819183908069219	0.3566318678693736	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.3566318678693736	51627914	RAB28	Rab28	RAB28	same_symbol	9364	100972	HGNC:9768	MGI:1917285	True
PKIG	PKIG	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.7156860439964088	0.35605471352560747	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.35605471352560747	51628092	PKIG	Pkig	PKIG	same_symbol	11142	18769	HGNC:9019	MGI:1343086	True
ST3GAL5	ST3GAL5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.45113067462886947	0.352591188106643	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.352591188106643	51621455	ST3GAL5	St3gal5	ST3GAL5	same_symbol	8869	20454	HGNC:10872	MGI:1339963	True
AHI1	AHI1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.9631952810603978	0.34798217466520065	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.34798217466520065	51628115	AHI1	Ahi1	AHI1	same_symbol	54806	52906	HGNC:21575	MGI:87971	True
CALD1	CALD1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.3475440395101551	0.6193312111286369	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.3475440395101551	51616709	CALD1	Cald1	CALD1	same_symbol	800	109624	HGNC:1441	MGI:88250	True
SEZ6L2	SEZ6L2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.48238212795744606	0.34259366255470025	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.34259366255470025	51626269	SEZ6L2	Sez6l2	SEZ6L2	same_symbol	26470	233878	HGNC:30844	MGI:2385295	True
VPS37B	VPS37B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.0017167440604175456	0.339828492995299	0.48195357674116823	5	3	0.07600343072186334	0.015247217002160102	True	True	1.0	0.339828492995299	51624840	VPS37B	Vps37b	VPS37B	same_symbol	79720	330192	HGNC:25754	MGI:1916724	True
KLF13	KLF13	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.3393830108414055	0.40137272660084744	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.3393830108414055	51622906	KLF13	Klf13	KLF13	same_symbol	51621	50794	HGNC:13672	MGI:1354948	True
NFX1	NFX1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.5127706483336225	0.3341517211792246	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.3341517211792246	51625733	NFX1	Nfx1	NFX1	same_symbol	4799	74164	HGNC:7803	MGI:1921414	True
SMPD3	SMPD3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.00021486327043911477	0.5308654680252191	0.33126384423294536	5	3	0.07600343072186334	0.005366742498130141	True	True	1.0	0.33126384423294536	51623396	SMPD3	Smpd3	SMPD3	same_symbol	55512	58994	HGNC:14240	MGI:1927578	True
SYNPR	SYNPR	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.9822796720118494	0.3260528019205269	5	2	0.07600343072186334	0.03613674988490279	True	True	1.0	0.3260528019205269	51625328	SYNPR	Synpr	SYNPR	same_symbol	132204	72003	HGNC:16507	MGI:1919253	True
BANP	BANP	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	1.0	0.5	0.5	0.009879767867540601	0.32455562918883196	0.3454909309028754	5	3	0.07600343072186334	0.03613674988490279	True	True	1.0	0.32455562918883196	51628557	BANP	Banp	BANP	same_symbol	54971	53325	HGNC:13450	MGI:1889023	True
