module_id	module_label	module_family	hypothesis_role	gene	canonical_gene	default_mouse_symbol	gene_order	present_in_formal_model	formal_mouse_symbol	formal_rank_tier	formal_rank_priority_score	formal_n_available_branches	formal_n_nominal_branches	formal_n_fdr10_branches	formal_replication_shared_both_screens	formal_nominal_shared_both_screens	formal_fdr10_shared_both_screens	median_delta_selected_dentate	median_delta_selected_cerebellar	median_delta_full_matrix_dentate	median_delta_full_matrix_cerebellar	selected_convergence_delta	full_matrix_convergence_delta	overall_convergence_delta	mean_branch_bias	shared_positive_any_screen	shared_positive_both_screens	branch_pattern
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	PROX1	PROX1	Prox1	1	True	Prox1	not_formally_shared	10.101199462596435	4	2	1	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	NEUROD1	NEUROD1	Neurod1	2	True	Neurod1	formal_nominal_shared_both_screens	17.37711513101567	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	NEUROD2	NEUROD2	Neurod2	3	True	Neurod2	formal_nominal_shared_both_screens	17.374202042770506	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	EOMES	EOMES	Eomes	4	True	Eomes	not_formally_shared	7.519250253292807	4	2	0	False	False	False	0.0	0.5	0.5	0.5	0.0	0.5	0.25	0.25	True	False	shared_positive_one_screen
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	TBR1	TBR1	Tbr1	5	True	Tbr1	not_formally_shared	11.007740185126076	4	2	1	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	LEF1	LEF1	Lef1	6	True	Lef1	not_formally_shared	0.0192806822395254	2	0	0	False	False	False			-0.4999999999999999	0.0		-0.4999999999999999	-0.4999999999999999	0.4999999999999999	False	False	cerebellar_biased
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	LHX2	LHX2	Lhx2	7	True	Lhx2	not_formally_shared	0.5110517076284711	2	0	0	False	False	False			5.551115123125783e-17	0.5		5.551115123125783e-17	5.551115123125783e-17	0.49999999999999994	True	False	shared_positive_one_screen
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	EMX2	EMX2	Emx2	8	True	Emx2	not_formally_shared	0.0010173954676029	2	0	0	False	False	False			5.551115123125783e-17	-0.3749999999999999		-0.3749999999999999	-0.3749999999999999	0.37499999999999994	False	False	dentate_biased
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	ZBTB20	ZBTB20	Zbtb20	9	True	Zbtb20	not_formally_shared	10.597996098823849	4	2	1	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	TCF7L2	TCF7L2	Tcf7l2	10	True	Tcf7l2	not_formally_shared	0.0151975683890577	2	0	0	False	False	False			-0.4999999999999999	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.0	False	False	weak_or_mixed
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	WNT3A	WNT3A	Wnt3a	11	True	Wnt3a	not_formally_shared	5.084918132815e-05	2	0	0	False	False	False			-0.25	-0.3749999999999999		-0.3749999999999999	-0.3749999999999999	0.12499999999999989	False	False	weak_or_mixed
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	WNT7A	WNT7A	Wnt7a	12	True	Wnt7a	not_formally_shared	0.0059048834982444	2	0	0	False	False	False			-0.4999999999999999	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.0	False	False	weak_or_mixed
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	DKK3	DKK3	Dkk3	13	True	Dkk3	not_formally_shared	0.5496243785713733	4	0	0	False	False	False	0.5	-0.4999999999999999	5.551115123125783e-17	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	0.7499999999999999	False	False	dentate_biased
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	BCL11B	BCL11B	Bcl11b	14	True	Bcl11b	not_formally_shared	10.036707452725253	4	2	1	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	CALB1	CALB1	Calb1	15	True	Calb1	not_formally_shared	10.03744901742677	4	2	1	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	C1QL3	C1QL3	C1ql3	16	True	C1ql3	not_formally_shared	10.01969260326609	4	2	1	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
dentate_fate_wnt_prox1	Dentate fate/WNT/PROX1	upstream_region_fate	dentate-specific hippocampal granule fate and WNT-associated identity logic	GLIS3	GLIS3	Glis3	17	True	Glis3	not_formally_shared	10.004029684008938	4	2	1	False	False	False	0.5	-0.4999999999999999	0.5	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	0.9999999999999999	False	False	dentate_biased
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	SOX2	SOX2	Sox2	1	True	Sox2	not_formally_shared	0.0332553645886301	2	0	0	False	False	False			-0.5	-0.4999999999999999		-0.5	-0.5	1.1102230246251565e-16	False	False	weak_or_mixed
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	HES1	HES1	Hes1	2	True	Hes1	not_formally_shared	0.0244716351501668	2	0	0	False	False	False			-0.5	-0.4999999999999999		-0.5	-0.5	1.1102230246251565e-16	False	False	weak_or_mixed
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	HES5	HES5	Hes5	3	True	Hes5	not_formally_shared	0.0177819638623574	2	0	0	False	False	False			-0.4999999999999999	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.0	False	False	weak_or_mixed
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	NOTCH1	NOTCH1	Notch1	4	True	Notch1	not_formally_shared	0.0400444938820912	2	0	0	False	False	False			5.551115123125783e-17	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.49999999999999994	False	False	dentate_biased
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	NOTCH2	NOTCH2	Notch2	5	True	Notch2	not_formally_shared	0.0815721171672228	2	0	0	False	False	False			5.551115123125783e-17	0.0		0.0	0.0	5.551115123125783e-17	False	False	weak_or_mixed
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	DLL1	DLL1	Dll1	6	True	Dll1	not_formally_shared	0.0258566848482325	2	0	0	False	False	False			-0.4999999999999999	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.0	False	False	weak_or_mixed
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	JAG1	JAG1	Jag1	7	True	Jag1	not_formally_shared	3.5227816789020108	2	1	0	False	False	False			0.5	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.9999999999999999	False	False	dentate_biased
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	ASCL1	ASCL1	Ascl1	8	True	Ascl1	not_formally_shared	0.022404779686333	2	0	0	False	False	False			-0.4999999999999999	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.0	False	False	weak_or_mixed
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	DCX	DCX	Dcx	9	True	Dcx	formal_nominal_shared_full_matrix	11.30663937064038	4	3	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	TUBB3	TUBB3	Tubb3	10	True	Tubb3	formal_nominal_shared_full_matrix	11.358598216645404	4	3	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	NES	NES	Nes	11	True	Nes	not_formally_shared	0.0101317122593718	2	0	0	False	False	False			-0.4999999999999999	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.0	False	False	weak_or_mixed
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	VIM	VIM	Vim	12	True	Vim	not_formally_shared	0.5294905196121001	2	0	0	False	False	False			5.551115123125783e-17	0.5		5.551115123125783e-17	5.551115123125783e-17	0.49999999999999994	True	False	shared_positive_one_screen
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	GFAP	GFAP	Gfap	13	True	Gfap	not_formally_shared	0.0372216007322282	4	0	0	False	False	False	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	0.0	False	False	weak_or_mixed
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	BMP4	BMP4	Bmp4	14	True	Bmp4	not_formally_shared	0.003707823507601	2	0	0	False	False	False			-0.5	-0.2499999999999999		-0.5	-0.5	0.2500000000000001	False	False	cerebellar_biased
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	BMPR1A	BMPR1A	Bmpr1a	15	True	Bmpr1a	not_formally_shared	0.8770268381325133	4	0	0	False	False	False	0.5	0.0	0.25	0.0	0.0	0.0	0.0	0.375	False	False	dentate_biased
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	ID1	ID1	Id1	16	True	Id1	not_formally_shared	0.0117970100681379	2	0	0	False	False	False			-0.5	-0.4999999999999999		-0.5	-0.5	1.1102230246251565e-16	False	False	weak_or_mixed
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	ID2	ID2	Id2	17	True	Id2	not_formally_shared	0.1334982444940951	2	0	0	False	False	False			-0.4999999999999999	0.0		-0.4999999999999999	-0.4999999999999999	0.4999999999999999	False	False	cerebellar_biased
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	PTCH1	PTCH1	Ptch1	18	True	Ptch1	formal_nominal_shared_full_matrix	7.075292071471119	2	2	0	False	False	False			0.5	0.5		0.5	0.5	0.0	True	False	shared_positive_one_screen
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	GLI1	GLI1	Gli1	19	True	Gli1	not_formally_shared	0.5007118885385945	2	0	0	False	False	False			-0.4999999999999999	0.5		-0.4999999999999999	-0.4999999999999999	0.9999999999999999	False	False	cerebellar_biased
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	WNT5A	WNT5A	Wnt5a	20	True	Wnt5a	not_formally_shared	3.5311457174638488	2	1	0	False	False	False			0.5	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.9999999999999999	False	False	dentate_biased
shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	shared_niche_state	general neurogenic stem/progenitor and local niche signaling state	WNT7A	WNT7A	Wnt7a	21	True	Wnt7a	not_formally_shared	0.0059048834982444	2	0	0	False	False	False			-0.4999999999999999	-0.4999999999999999		-0.4999999999999999	-0.4999999999999999	0.0	False	False	weak_or_mixed
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	GPM6A	GPM6A	Gpm6a	1	True	Gpm6a	formal_nominal_shared_both_screens	17.93054192450602	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	ROBO2	ROBO2	Robo2	2	True	Robo2	formal_nominal_shared_both_screens	17.354466858789625	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	DCC	DCC	Dcc	3	True	Dcc	formal_nominal_shared_full_matrix	11.216206123973114	4	3	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	CADM3	CADM3	Cadm3	4	True	Cadm3	formal_nominal_shared_full_matrix	11.388415844332489	4	3	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	STMN2	STMN2	Stmn2	5	True	Stmn2	formal_nominal_shared_full_matrix	11.535814152133446	4	3	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	STMN3	STMN3	Stmn3	6	True	Stmn3	not_formally_shared	5.5504893372625235	4	1	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	GAP43	GAP43	Gap43	7	True	Gap43	not_formally_shared	7.227623346358349	4	2	0	False	False	False	0.0	0.5	-0.25	0.5	0.0	-0.25	-0.125	0.625	False	False	cerebellar_biased
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	DPYSL2	DPYSL2	Dpysl2	8	True	Dpysl2	not_formally_shared	11.593197332889488	4	2	1	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	DPYSL3	DPYSL3	Dpysl3	9	True	Dpysl3	not_formally_shared	4.260232264161821	4	1	0	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	MAP1B	MAP1B	Map1b	10	True	Map1b	formal_nominal_shared_selected	11.961538461538462	4	3	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	BASP1	BASP1	Basp1	11	True	Basp1	formal_nominal_shared_both_screens	17.785583530676586	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	NCAM1	NCAM1	Ncam1	12	True	Ncam1	not_formally_shared	10.693362995921394	4	2	1	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	L1CAM	L1CAM	L1cam	13	True	L1cam	not_formally_shared	4.7271853986551395	4	1	0	False	False	False	0.5	0.25	0.5	0.25	0.25	0.25	0.25	0.25	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	CFL1	CFL1	Cfl1	14	True	Cfl1	not_formally_shared	5.841050089519923	4	1	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	RTN1	RTN1	Rtn1	15	True	Rtn1	not_formally_shared	11.946656770812291	4	2	1	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	RTN3	RTN3	Rtn3	16	True	Rtn3	formal_nominal_shared_full_matrix	11.869050606597911	4	3	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	NRXN1	NRXN1	Nrxn1	17	True	Nrxn1	not_formally_shared	11.799406748238784	4	2	1	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	CNTN5	CNTN5	Cntn5	18	True	Cntn5	not_formally_shared	10.08566070858602	4	2	1	False	False	False	0.5	-0.2499999999999999	0.5	-0.2499999999999999	-0.2499999999999999	-0.2499999999999999	-0.2499999999999999	0.7499999999999999	False	False	dentate_biased
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	PLXNA2	PLXNA2	Plxna2	19	True	Plxna2	not_formally_shared	10.090089371209704	4	2	1	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	PLXNA4	PLXNA4	Plxna4	20	True	Plxna4	not_formally_shared	10.01113150335142	4	2	1	False	False	False	0.5	-0.2499999999999999	0.5	-0.2499999999999999	-0.2499999999999999	-0.2499999999999999	-0.2499999999999999	0.7499999999999999	False	False	dentate_biased
downstream_neurite_morphology	Downstream neurite/morphology	downstream_circuit_morphology	convergent neurite, axon, adhesion, and morphology implementation	NRP1	NRP1	Nrp1	21	True	Nrp1	not_formally_shared	10.03698366954851	4	2	1	False	False	False	0.5	-0.4999999999999999	0.5	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	0.9999999999999999	False	False	dentate_biased
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	KCNK1	KCNK1	Kcnk1	1	True	Kcnk1	formal_nominal_shared_both_screens	17.24482286599115	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	KCNJ3	KCNJ3	Kcnj3	2	True	Kcnj3	formal_nominal_shared_both_screens	17.17908787541713	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	KCNJ6	KCNJ6	Kcnj6	3	True	Kcnj6	formal_nominal_shared_both_screens	17.29640116028924	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	KCND2	KCND2	Kcnd2	4	True	Kcnd2	formal_nominal_shared_both_screens	17.120076849183476	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	GABRA2	GABRA2	Gabra2	5	True	Gabra2	formal_nominal_shared_both_screens	17.18109639323332	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
