gene	target_sources	target_sets	model_terms_supported	best_priority	is_tf_or_regulatory_candidate	n_target_rows	sample_accession	donor_id	gene_feature_index_0based	gene_feature_id	gene_feature_name	chrom	gene_start	gene_end	peak_feature_index_0based	peak_feature_id	peak_chrom	peak_start	peak_end	peak_category	distance_to_gene_body_bp	peak_width_bp	extraction_priority
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130294	chr7:5494503-5495207	chr7	5494503	5495207	distal_100kb	35393	705	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130295	chr7:5495352-5496197	chr7	5495352	5496197	distal_100kb	34403	846	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130296	chr7:5506759-5507585	chr7	5506759	5507585	distal_100kb	23015	827	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130297	chr7:5513469-5514366	chr7	5513469	5514366	distal_100kb	16234	898	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130298	chr7:5529522-5530231	chr7	5529522	5530231	gene_edge_2kb	369	710	gene_edge_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130299	chr7:5530353-5531019	chr7	5530353	5531019	gene_body_overlap	0	667	gene_body_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130300	chr7:5541285-5542128	chr7	5541285	5542128	distal_100kb	10683	844	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130301	chr7:5545090-5545882	chr7	5545090	5545882	distal_100kb	14488	793	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130302	chr7:5546451-5547323	chr7	5546451	5547323	distal_100kb	15849	873	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130303	chr7:5554643-5555486	chr7	5554643	5555486	distal_100kb	24041	844	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130304	chr7:5555941-5556851	chr7	5555941	5556851	distal_100kb	25339	911	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130305	chr7:5557624-5558429	chr7	5557624	5558429	distal_100kb	27022	806	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130306	chr7:5558615-5559472	chr7	5558615	5559472	distal_100kb	28013	858	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130307	chr7:5561778-5562667	chr7	5561778	5562667	distal_100kb	31176	890	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130308	chr7:5563235-5564072	chr7	5563235	5564072	distal_100kb	32633	838	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130309	chr7:5569789-5570678	chr7	5569789	5570678	distal_100kb	39187	890	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130310	chr7:5585215-5585854	chr7	5585215	5585854	distal_100kb	54613	640	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130311	chr7:5586233-5587130	chr7	5586233	5587130	distal_100kb	55631	898	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130312	chr7:5592354-5593253	chr7	5592354	5593253	distal_100kb	61752	900	distal_context_peak
ACTB	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	13111	ENSG00000075624	ACTB	chr7	5530600	5530602	130313	chr7:5629668-5630525	chr7	5629668	5630525	distal_100kb	99066	858	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82603	chr17:81416363-81417275	chr17	81416363	81417275	distal_100kb	95479	913	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82604	chr17:81419408-81420273	chr17	81419408	81420273	distal_100kb	92481	866	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82605	chr17:81420809-81421722	chr17	81420809	81421722	distal_100kb	91032	914	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82606	chr17:81427457-81428340	chr17	81427457	81428340	distal_100kb	84414	884	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82607	chr17:81429066-81429974	chr17	81429066	81429974	distal_100kb	82780	909	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82608	chr17:81432825-81433624	chr17	81432825	81433624	distal_100kb	79130	800	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82609	chr17:81461358-81462247	chr17	81461358	81462247	distal_100kb	50507	890	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82610	chr17:81463202-81464089	chr17	81463202	81464089	distal_100kb	48665	888	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82611	chr17:81470252-81471072	chr17	81470252	81471072	distal_100kb	41682	821	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82612	chr17:81471729-81472639	chr17	81471729	81472639	distal_100kb	40115	911	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82613	chr17:81481075-81481984	chr17	81481075	81481984	distal_100kb	30770	910	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82614	chr17:81483997-81484896	chr17	81483997	81484896	distal_100kb	27858	900	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82615	chr17:81487568-81488458	chr17	81487568	81488458	distal_100kb	24296	891	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82616	chr17:81493337-81494186	chr17	81493337	81494186	distal_100kb	18568	850	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82617	chr17:81494738-81495620	chr17	81494738	81495620	distal_100kb	17134	883	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82618	chr17:81498844-81499752	chr17	81498844	81499752	distal_100kb	13002	909	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82619	chr17:81512438-81513337	chr17	81512438	81513337	gene_body_overlap	0	900	gene_body_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82620	chr17:81514583-81515377	chr17	81514583	81515377	gene_edge_2kb	1765	795	gene_edge_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82621	chr17:81518705-81519630	chr17	81518705	81519630	proximal_10kb	5887	926	proximal_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82622	chr17:81523481-81524231	chr17	81523481	81524231	distal_100kb	10663	751	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82623	chr17:81524363-81525044	chr17	81524363	81525044	distal_100kb	11545	682	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82624	chr17:81528451-81529379	chr17	81528451	81529379	distal_100kb	15633	929	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82625	chr17:81537279-81538153	chr17	81537279	81538153	distal_100kb	24461	875	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82626	chr17:81542997-81543869	chr17	81542997	81543869	distal_100kb	30179	873	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82627	chr17:81544197-81545034	chr17	81544197	81545034	distal_100kb	31379	838	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82628	chr17:81549007-81549889	chr17	81549007	81549889	distal_100kb	36189	883	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82629	chr17:81552086-81552933	chr17	81552086	81552933	distal_100kb	39268	848	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82630	chr17:81566042-81566942	chr17	81566042	81566942	distal_100kb	53224	901	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82631	chr17:81572256-81573140	chr17	81572256	81573140	distal_100kb	59438	885	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82632	chr17:81577545-81578443	chr17	81577545	81578443	distal_100kb	64727	899	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82633	chr17:81580306-81581047	chr17	81580306	81581047	distal_100kb	67488	742	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82634	chr17:81599849-81600622	chr17	81599849	81600622	distal_100kb	87031	774	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82635	chr17:81601258-81602159	chr17	81601258	81602159	distal_100kb	88440	902	distal_context_peak
ACTG1	manuscript_candidate_tier	Tier 4 screen-specific mechanism support	ConstructionBalance	medium	False	1	GSM9558423	H187	29977	ENSG00000184009	ACTG1	chr17	81512754	81512818	82636	chr17:81612076-81612933	chr17	81612076	81612933	distal_100kb	99258	858	distal_context_peak
ASCL1	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	2	GSM9558423	H187	22384	ENSG00000139352	ASCL1	chr12	102957673	102957674	61542	chr12:102883016-102883880	chr12	102883016	102883880	distal_100kb	73793	865	distal_context_peak
ASCL1	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	2	GSM9558423	H187	22384	ENSG00000139352	ASCL1	chr12	102957673	102957674	61543	chr12:102948554-102949440	chr12	102948554	102949440	proximal_10kb	8233	887	proximal_peak
ASCL1	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	2	GSM9558423	H187	22384	ENSG00000139352	ASCL1	chr12	102957673	102957674	61544	chr12:102954243-102955142	chr12	102954243	102955142	proximal_10kb	2531	900	proximal_peak
ASCL1	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	2	GSM9558423	H187	22384	ENSG00000139352	ASCL1	chr12	102957673	102957674	61545	chr12:102958161-102958818	chr12	102958161	102958818	gene_edge_2kb	487	658	high_priority_promoter_gene_peak
ASCL1	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	2	GSM9558423	H187	22384	ENSG00000139352	ASCL1	chr12	102957673	102957674	61546	chr12:102966359-102967172	chr12	102966359	102967172	proximal_10kb	8685	814	proximal_peak
ASCL1	developmental_origin_module;niche_circuit_module	deep_neural_progenitor;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	2	GSM9558423	H187	22384	ENSG00000139352	ASCL1	chr12	102957673	102957674	61547	chr12:103012619-103013527	chr12	103012619	103013527	distal_100kb	54945	909	distal_context_peak
ATOH1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558423	H187	8643	ENSG00000172238	ATOH1	chr4	93828752	93828753	114870	chr4:93730436-93731264	chr4	93730436	93731264	distal_100kb	97488	829	distal_context_peak
ATOH1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558423	H187	8643	ENSG00000172238	ATOH1	chr4	93828752	93828753	114871	chr4:93762349-93763287	chr4	93762349	93763287	distal_100kb	65465	939	distal_context_peak
ATOH1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558423	H187	8643	ENSG00000172238	ATOH1	chr4	93828752	93828753	114872	chr4:93764298-93765197	chr4	93764298	93765197	distal_100kb	63555	900	distal_context_peak
ATOH1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558423	H187	8643	ENSG00000172238	ATOH1	chr4	93828752	93828753	114873	chr4:93767660-93768526	chr4	93767660	93768526	distal_100kb	60226	867	distal_context_peak
ATOH1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558423	H187	8643	ENSG00000172238	ATOH1	chr4	93828752	93828753	114874	chr4:93776258-93777119	chr4	93776258	93777119	distal_100kb	51633	862	distal_context_peak
ATOH1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558423	H187	8643	ENSG00000172238	ATOH1	chr4	93828752	93828753	114875	chr4:93791297-93792154	chr4	93791297	93792154	distal_100kb	36598	858	distal_context_peak
ATOH1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558423	H187	8643	ENSG00000172238	ATOH1	chr4	93828752	93828753	114876	chr4:93809645-93810445	chr4	93809645	93810445	distal_100kb	18307	801	distal_context_peak
ATOH1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	GSM9558423	H187	8643	ENSG00000172238	ATOH1	chr4	93828752	93828753	114877	chr4:93827009-93827874	chr4	93827009	93827874	gene_edge_2kb	878	866	high_priority_promoter_gene_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146305	chr9:132507384-132508293	chr9	132507384	132508293	distal_100kb	74312	910	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146306	chr9:132543741-132544663	chr9	132543741	132544663	distal_100kb	37942	923	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146307	chr9:132560381-132561306	chr9	132560381	132561306	distal_100kb	21299	926	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146308	chr9:132561627-132562260	chr9	132561627	132562260	distal_100kb	20345	634	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146309	chr9:132574789-132575686	chr9	132574789	132575686	proximal_10kb	6919	898	proximal_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146310	chr9:132577569-132578304	chr9	132577569	132578304	proximal_10kb	4301	736	proximal_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146311	chr9:132581764-132582475	chr9	132581764	132582475	gene_edge_2kb	130	712	high_priority_promoter_gene_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146312	chr9:132586495-132587270	chr9	132586495	132587270	proximal_10kb	3836	776	proximal_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146313	chr9:132597131-132598022	chr9	132597131	132598022	distal_100kb	14472	892	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146314	chr9:132624838-132625756	chr9	132624838	132625756	distal_100kb	42179	919	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146315	chr9:132630001-132630830	chr9	132630001	132630830	distal_100kb	47342	830	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146316	chr9:132637269-132638112	chr9	132637269	132638112	distal_100kb	54610	844	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146317	chr9:132639028-132639863	chr9	132639028	132639863	distal_100kb	56369	836	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146318	chr9:132645074-132645963	chr9	132645074	132645963	distal_100kb	62415	890	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146319	chr9:132650917-132651833	chr9	132650917	132651833	distal_100kb	68258	917	distal_context_peak
BARHL1	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	False	2	GSM9558423	H187	17345	ENSG00000125492	BARHL1	chr9	132582605	132582659	146320	chr9:132662767-132663520	chr9	132662767	132663520	distal_100kb	80108	754	distal_context_peak
